parnme,dairy,forestry,hort,other,snb,i,j,parnme,base_load
kg_020_016,0.9703268774,0.0,0.0,0.0,0.0,20,16,kg_020_016,5.084935
kg_020_017,0.9791095942,0.0,0.0,0.0,0.0,20,17,kg_020_017,5.188267
kg_020_018,0.5602251368,0.0,0.0,0.0,0.0,20,18,kg_020_018,3.313793
kg_020_019,0.1744634683,0.0,0.0,0.0,0.0998451433,20,19,kg_020_019,2.074492
kg_020_020,0.812353311,0.0,0.0,0.0,0.0427941701,20,20,kg_020_020,5.006402
kg_020_021,0.9453824665,0.0,0.0,0.0,0.0271534453,20,21,kg_020_021,5.168347
kg_020_022,0.8455388726,0.0,0.0,0.0,0.0,20,22,kg_020_022,4.696516
kg_020_023,1.0,0.0,0.0,0.0,0.0,20,23,kg_020_023,5.277452
kg_020_024,1.0,0.0,0.0,0.0,0.0,20,24,kg_020_024,5.291059
kg_020_025,0.8719539596,0.0,0.0,0.0,0.1014193094,20,25,kg_020_025,5.105971
kg_020_026,0.7010179788,0.0,0.0,0.0,0.2948610365,20,26,kg_020_026,4.74377
kg_020_027,0.8438280003,0.0,0.0,0.0,0.0133938803,20,27,kg_020_027,4.413947
kg_020_028,0.6002273782,0.0,0.0,0.0,0.0,20,28,kg_020_028,3.583652
kg_020_029,0.7420052582,0.0,0.0,0.0,0.0,20,29,kg_020_029,4.461521
kg_020_030,0.8745605339,0.0,0.0,0.0,0.0,20,30,kg_020_030,5.061323
kg_020_031,0.8694672583,0.0,0.0,0.0,0.0,20,31,kg_020_031,5.027609
kg_020_032,0.9215029724,0.0,0.0,0.0,0.0,20,32,kg_020_032,4.938449
kg_020_033,0.8373198552,0.0,0.0,0.0055466277,0.0388888847,20,33,kg_020_033,5.13063
kg_020_034,0.2054724118,0.0,0.0,0.5551363962,0.239391192,20,34,kg_020_034,4.430307
kg_020_035,0.0,0.0851115788,0.0,0.0,0.8842140337,20,35,kg_020_035,3.281623
kg_020_036,0.0106457161,0.160690152,0.0,0.0,0.0,20,36,kg_020_036,0.8777359
kg_020_037,0.0,0.0,0.0,0.0,0.0,20,37,kg_020_037,0.8237756
kg_020_038,0.0,0.0,0.0,0.0,0.0,20,38,kg_020_038,0.8237743
kg_020_039,0.2841607607,0.0,0.0,0.0,0.0,20,39,kg_020_039,2.228267
kg_020_040,0.1164240988,0.0,0.0,0.0,0.0,20,40,kg_020_040,1.399217
kg_020_041,0.0,0.0,0.0,0.0,0.0,20,41,kg_020_041,0.8237743
kg_020_042,0.0,0.0,0.0,0.0,0.0,20,42,kg_020_042,0.8237743
kg_020_043,0.0,0.0,0.0,0.0,0.0,20,43,kg_020_043,0.5567461
kg_020_044,0.0,0.0,0.0,0.0,0.0,20,44,kg_020_044,0.008697644
kg_020_045,0.0,0.0,0.0,0.0,0.0,20,45,kg_020_045,0.0
kg_020_046,0.0,0.0,0.0,0.0,0.0,20,46,kg_020_046,0.0
kg_020_047,0.0,0.0,0.0,0.0,0.0,20,47,kg_020_047,0.0
kg_020_048,0.0,0.0,0.0,0.0,0.0,20,48,kg_020_048,0.0
kg_020_049,0.0,0.0,0.0,0.0,0.0,20,49,kg_020_049,0.0
kg_020_050,0.0,0.0,0.0,0.0,0.0,20,50,kg_020_050,0.0
kg_020_051,0.0,0.0,0.0,0.0,0.0,20,51,kg_020_051,0.0
kg_020_052,0.0,0.0,0.0,0.0,0.0,20,52,kg_020_052,0.0
kg_020_053,0.0,0.0,0.0,0.0,0.0,20,53,kg_020_053,0.0
kg_020_054,0.0,0.0,0.0,0.0,0.0,20,54,kg_020_054,0.0
kg_020_055,0.0,0.0,0.0,0.0,0.0,20,55,kg_020_055,0.0
kg_020_056,0.0,0.0,0.0,0.0,0.0,20,56,kg_020_056,0.0
kg_020_057,0.0,0.0,0.0,0.0,0.0,20,57,kg_020_057,0.0
kg_020_058,0.0,0.0,0.0,0.0,0.0,20,58,kg_020_058,0.0
kg_020_059,0.0,0.0,0.0,0.0,0.0,20,59,kg_020_059,0.0
kg_020_060,0.0,0.0,0.0,0.0,0.0,20,60,kg_020_060,0.0
kg_020_061,0.0,0.0,0.0,0.0,0.0,20,61,kg_020_061,0.0
kg_020_062,0.0,0.0,0.0,0.0,0.0,20,62,kg_020_062,0.0
kg_020_063,0.0,0.0,0.0,0.0,0.0,20,63,kg_020_063,0.0
kg_020_064,0.0,0.0,0.0,0.0,0.0,20,64,kg_020_064,0.0
kg_020_065,0.0,0.0,0.0,0.0,0.0,20,65,kg_020_065,0.0
kg_020_066,0.0,0.0,0.0,0.0,0.0,20,66,kg_020_066,0.0
kg_020_067,0.0,0.0,0.0,0.0,0.0,20,67,kg_020_067,0.0
kg_020_068,0.0,0.0,0.0,0.0,0.0,20,68,kg_020_068,0.0
kg_020_069,0.0,0.0,0.0,0.0,0.0,20,69,kg_020_069,0.0
kg_021_000,0.0,0.0,0.0,0.0,0.0,21,0,kg_021_000,3.133918
kg_021_001,0.0,0.0,0.0,0.0,0.0,21,1,kg_021_001,6.005997
kg_021_002,0.7578367269,0.0,0.0,0.0,0.0293966879,21,2,kg_021_002,5.708188
kg_021_003,0.5231535776,0.0,0.0,0.0,0.049875542,21,3,kg_021_003,3.805799
kg_021_004,0.0,0.0,0.0,0.0,0.9050355292,21,4,kg_021_004,3.332456
kg_021_005,0.0655066428,0.0,0.0,0.0,0.9344933572,21,5,kg_021_005,3.749763
kg_021_006,0.9748731251,0.0,0.0,0.0,0.0251268749,21,6,kg_021_006,5.887616
kg_021_007,0.9874203922,0.0,0.0,0.0,0.0080360248,21,7,kg_021_007,5.857966
kg_021_008,0.1017426115,0.0,0.0,0.0,0.8378952982,21,8,kg_021_008,4.962665
kg_021_009,0.7669237623,0.0,0.0,0.0,0.1846992767,21,9,kg_021_009,5.317149
kg_021_010,0.6893488354,0.056198834,0.0,0.0,0.0,21,10,kg_021_010,5.198148
kg_021_011,0.9815233257,0.0,0.0,0.0,0.0,21,11,kg_021_011,5.315355
kg_021_012,0.8126550656,0.0,0.0,0.0,0.0,21,12,kg_021_012,4.542073
kg_021_013,0.9725420171,0.0,0.0,0.0,0.0,21,13,kg_021_013,5.026948
kg_021_014,0.9733229526,0.0,0.0,0.0,0.0,21,14,kg_021_014,5.119938
kg_021_015,0.9920377949,0.0,0.0,0.0,0.0,21,15,kg_021_015,5.120572
kg_021_016,0.6603433665,0.0,0.0,0.0,0.0,21,16,kg_021_016,4.892159
kg_021_017,1.0,0.0,0.0,0.0,0.0,21,17,kg_021_017,5.114906
kg_021_018,0.8225883534,0.0,0.0,0.0,0.0865020577,21,18,kg_021_018,4.787211
kg_021_019,0.4552414583,0.0,0.0,0.0,0.3507362353,21,19,kg_021_019,4.282346
kg_021_020,0.7302720273,0.0,0.0,0.0,0.0,21,20,kg_021_020,4.255104
kg_021_021,0.8528344944,0.0,0.0,0.0,0.0,21,21,kg_021_021,4.949904
kg_021_022,0.9815262374,0.0,0.0,0.0,0.0,21,22,kg_021_022,5.19279
kg_021_023,0.9172849265,0.0,0.0,0.0,0.0,21,23,kg_021_023,4.992431
kg_021_024,0.9950466089,0.0,0.0,0.0,0.0,21,24,kg_021_024,5.295469
kg_021_025,0.9891952171,0.0,0.0,0.0,2.61449e-05,21,25,kg_021_025,5.277637
kg_021_026,0.7921551695,0.0,0.0,0.0,0.1899890824,21,26,kg_021_026,4.855241
kg_021_027,0.8518965867,0.0,0.0,0.0,0.0250431424,21,27,kg_021_027,4.598289
kg_021_028,0.4425661676,0.0,0.0,0.0,0.1827251132,21,28,kg_021_028,3.99145
kg_021_029,0.7109442402,0.0,0.0,0.0,0.0,21,29,kg_021_029,3.952695
kg_021_030,0.806385081,0.0,0.0,0.0,0.0,21,30,kg_021_030,4.762289
kg_021_031,0.8515960185,0.0,0.0,0.0,0.0,21,31,kg_021_031,4.901517
kg_021_032,0.9456219688,0.0,0.0,0.0,0.0,21,32,kg_021_032,5.321608
kg_021_033,0.4200786265,0.0,0.0,0.0,0.2286559908,21,33,kg_021_033,4.550816
kg_021_034,0.0332391819,0.0,0.0,0.0,0.9667608181,21,34,kg_021_034,3.663637
kg_021_035,0.0413177698,0.0009138542,0.0,0.0,0.920981745,21,35,kg_021_035,3.59382
kg_021_036,0.3944608345,0.1477356099,0.0,0.0,0.3490330372,21,36,kg_021_036,3.898193
kg_021_037,0.2400401778,0.0,0.0,0.0,0.0,21,37,kg_021_037,2.05258
kg_021_038,0.2088977578,0.0,0.0,0.0,0.0,21,38,kg_021_038,1.860392
kg_021_039,0.7672329198,0.0,0.0,0.0,0.0,21,39,kg_021_039,4.846295
kg_021_040,0.0962656874,0.0,0.0,0.0,0.0,21,40,kg_021_040,1.337348
kg_021_041,0.0,0.0,0.0,0.0,0.0,21,41,kg_021_041,0.8237743
kg_021_042,0.0,0.0,0.0,0.0,0.0,21,42,kg_021_042,0.8237743
kg_021_043,0.0,0.0,0.0,0.0,0.0,21,43,kg_021_043,0.8237743
kg_021_044,0.0,0.0,0.0,0.0,0.0,21,44,kg_021_044,0.6733417
kg_021_045,0.0,0.0,0.0,0.0,0.0,21,45,kg_021_045,0.2920942
kg_021_046,0.0,0.0,0.0,0.0,0.0,21,46,kg_021_046,0.003062777
kg_021_047,0.0,0.0,0.0,0.0,0.0,21,47,kg_021_047,0.0
kg_021_048,0.0,0.0,0.0,0.0,0.0,21,48,kg_021_048,0.0
kg_021_049,0.0,0.0,0.0,0.0,0.0,21,49,kg_021_049,0.0
kg_021_050,0.0,0.0,0.0,0.0,0.0,21,50,kg_021_050,0.0
kg_021_051,0.0,0.0,0.0,0.0,0.0,21,51,kg_021_051,0.0
kg_021_052,0.0,0.0,0.0,0.0,0.0,21,52,kg_021_052,0.0
kg_021_053,0.0,0.0,0.0,0.0,0.0,21,53,kg_021_053,0.0
kg_021_054,0.0,0.0,0.0,0.0,0.0,21,54,kg_021_054,0.0
kg_021_055,0.0,0.0,0.0,0.0,0.0,21,55,kg_021_055,0.0
kg_021_056,0.0,0.0,0.0,0.0,0.0,21,56,kg_021_056,0.0
kg_021_057,0.0,0.0,0.0,0.0,0.0,21,57,kg_021_057,0.0
kg_021_058,0.0,0.0,0.0,0.0,0.0,21,58,kg_021_058,0.0
kg_021_059,0.0,0.0,0.0,0.0,0.0,21,59,kg_021_059,0.0
kg_021_060,0.0,0.0,0.0,0.0,0.0,21,60,kg_021_060,0.0
kg_021_061,0.0,0.0,0.0,0.0,0.0,21,61,kg_021_061,0.0
kg_021_062,0.0,0.0,0.0,0.0,0.0,21,62,kg_021_062,0.0
kg_021_063,0.0,0.0,0.0,0.0,0.0,21,63,kg_021_063,0.0
kg_021_064,0.0,0.0,0.0,0.0,0.0,21,64,kg_021_064,0.0
kg_021_065,0.0,0.0,0.0,0.0,0.0,21,65,kg_021_065,0.0
kg_021_066,0.0,0.0,0.0,0.0,0.0,21,66,kg_021_066,0.0
kg_021_067,0.0,0.0,0.0,0.0,0.0,21,67,kg_021_067,0.0
kg_021_068,0.0,0.0,0.0,0.0,0.0,21,68,kg_021_068,0.0
kg_021_069,0.0,0.0,0.0,0.0,0.0,21,69,kg_021_069,0.0
kg_022_000,0.0,0.0,0.0,0.0,0.0,22,0,kg_022_000,0.8793338
kg_022_001,0.0050588876,0.0250939459,0.0,0.0,0.0,22,1,kg_022_001,4.021597
kg_022_002,0.7980359079,0.1183728864,0.0,0.0,0.0,22,2,kg_022_002,5.107923
kg_022_003,0.9378294121,0.0,0.0,0.0,0.0,22,3,kg_022_003,5.448598
kg_022_004,0.3924341691,0.0,0.0,0.0,0.5644544785,22,4,kg_022_004,4.354073
kg_022_005,0.2182198713,0.0,0.0,0.0,0.7817801287,22,5,kg_022_005,4.506094
kg_022_006,0.2646112907,0.0,0.0,0.0,0.7353887093,22,6,kg_022_006,4.28216
kg_022_007,0.4632223173,0.0,0.0,0.0,0.501895351,22,7,kg_022_007,4.618388
kg_022_008,0.4876859214,0.0,0.0,0.0,0.3341527581,22,8,kg_022_008,4.372567
kg_022_009,0.8708288297,0.0,0.0,0.0,0.1291711703,22,9,kg_022_009,5.642837
kg_022_010,0.9373494818,0.0,0.0,0.0,0.0,22,10,kg_022_010,5.27487
kg_022_011,0.8088708139,0.0,0.0,0.0,0.141513061,22,11,kg_022_011,4.785276
kg_022_012,0.9813417516,0.0,0.0,0.0,0.0,22,12,kg_022_012,5.065393
kg_022_013,0.9298393632,0.0,0.0,0.0,0.0,22,13,kg_022_013,5.102835
kg_022_014,0.9850490464,0.0,0.0001790858,0.0,0.0,22,14,kg_022_014,5.21595
kg_022_015,0.7629189453,0.0,0.2263132441,0.0,0.0,22,15,kg_022_015,7.2666
kg_022_016,0.7753441656,0.0,0.0,0.0,0.1077875034,22,16,kg_022_016,5.077299
kg_022_017,0.7539971877,0.0,0.0,0.0,0.0999911654,22,17,kg_022_017,5.049148
kg_022_018,0.7329430839,0.0,0.0,0.0,0.2632848606,22,18,kg_022_018,4.852794
kg_022_019,0.4980017182,0.0,0.0,0.0,0.4218251555,22,19,kg_022_019,4.997065
kg_022_020,0.3495501161,0.0,0.0,0.0,0.2279958431,22,20,kg_022_020,3.204106
kg_022_021,0.5406913008,0.0,0.0,0.0,0.1589561931,22,21,kg_022_021,4.726985
kg_022_022,0.6892037112,0.0,0.0,0.0,0.0,22,22,kg_022_022,4.439716
kg_022_023,0.315866008,0.0,0.0937729386,0.0,0.0,22,23,kg_022_023,5.335418
kg_022_024,0.738779296,0.0,0.0089124356,0.0,0.0,22,24,kg_022_024,4.372561
kg_022_025,0.919189485,0.0,0.0,0.0,0.0,22,25,kg_022_025,4.989037
kg_022_026,0.8895139187,0.0,0.0,0.0,0.0743347866,22,26,kg_022_026,5.074385
kg_022_027,0.986569271,0.0,0.0,0.0,0.0078988499,22,27,kg_022_027,5.269794
kg_022_028,0.9287818062,0.0,0.0,0.0,0.0501401844,22,28,kg_022_028,5.037698
kg_022_029,0.5813689566,0.0,0.0,0.0,0.0,22,29,kg_022_029,4.089182
kg_022_030,0.8192605695,0.0,0.0,0.0,0.0,22,30,kg_022_030,4.427168
kg_022_031,0.7143355696,0.0,0.0,0.0,0.0,22,31,kg_022_031,4.333086
kg_022_032,0.72030385,0.0,0.0,0.0,0.0,22,32,kg_022_032,4.570501
kg_022_033,0.4535979556,0.0,0.0,0.0,0.1568887932,22,33,kg_022_033,4.3352
kg_022_034,0.6153570233,0.0,0.0,0.0,0.2752473962,22,34,kg_022_034,4.758161
kg_022_035,0.7050654441,0.0,0.0,0.0,0.1688452656,22,35,kg_022_035,4.93128
kg_022_036,0.2524549435,0.0,0.1148111134,0.0,0.2669036383,22,36,kg_022_036,5.083421
kg_022_037,0.5946484842,0.0,0.0545209735,0.0,0.0492828706,22,37,kg_022_037,4.939624
kg_022_038,0.4165620844,0.0,0.0099056746,0.0,0.0847238358,22,38,kg_022_038,4.945594
kg_022_039,0.1482220308,0.0,0.0,0.0,0.339390131,22,39,kg_022_039,3.560938
kg_022_040,0.2756889835,0.0,0.0,0.0,0.3606661177,22,40,kg_022_040,3.303539
kg_022_041,0.0,0.0,0.0,0.0,0.0265199393,22,41,kg_022_041,0.8879297
kg_022_042,0.0,0.0,0.0,0.0,0.0,22,42,kg_022_042,0.822962
kg_022_043,0.0,0.0,0.0,0.0,0.0,22,43,kg_022_043,0.8234035
kg_022_044,0.0,0.0,0.0,0.0,0.0,22,44,kg_022_044,0.8232602
kg_022_045,0.0,0.0,0.0,0.0,0.0,22,45,kg_022_045,0.819789
kg_022_046,0.0,0.0,0.0,0.0,0.0,22,46,kg_022_046,0.0663823
kg_022_047,0.0,0.0,0.0,0.0,0.0,22,47,kg_022_047,0.0
kg_022_048,0.0,0.0,0.0,0.0,0.0,22,48,kg_022_048,0.0
kg_022_049,0.0,0.0,0.0,0.0,0.0,22,49,kg_022_049,0.0
kg_022_050,0.0,0.0,0.0,0.0,0.0,22,50,kg_022_050,0.0
kg_022_051,0.0,0.0,0.0,0.0,0.0,22,51,kg_022_051,0.0
kg_022_052,0.0,0.0,0.0,0.0,0.0,22,52,kg_022_052,0.0
kg_022_053,0.0,0.0,0.0,0.0,0.0,22,53,kg_022_053,0.0
kg_022_054,0.0,0.0,0.0,0.0,0.0,22,54,kg_022_054,0.0
kg_022_055,0.0,0.0,0.0,0.0,0.0,22,55,kg_022_055,0.0
kg_022_056,0.0,0.0,0.0,0.0,0.0,22,56,kg_022_056,0.0
kg_022_057,0.0,0.0,0.0,0.0,0.0,22,57,kg_022_057,0.0
kg_022_058,0.0,0.0,0.0,0.0,0.0,22,58,kg_022_058,0.0
kg_022_059,0.0,0.0,0.0,0.0,0.0,22,59,kg_022_059,0.0
kg_022_060,0.0,0.0,0.0,0.0,0.0,22,60,kg_022_060,0.0
kg_022_061,0.0,0.0,0.0,0.0,0.0,22,61,kg_022_061,0.0
kg_022_062,0.0,0.0,0.0,0.0,0.0,22,62,kg_022_062,0.0
kg_022_063,0.0,0.0,0.0,0.0,0.0,22,63,kg_022_063,0.0
kg_022_064,0.0,0.0,0.0,0.0,0.0,22,64,kg_022_064,0.0
kg_022_065,0.0,0.0,0.0,0.0,0.0,22,65,kg_022_065,0.0
kg_022_066,0.0,0.0,0.0,0.0,0.0,22,66,kg_022_066,0.0
kg_022_067,0.0,0.0,0.0,0.0,0.0,22,67,kg_022_067,0.0
kg_022_068,0.0,0.0,0.0,0.0,0.0,22,68,kg_022_068,0.0
kg_022_069,0.0,0.0,0.0,0.0,0.0,22,69,kg_022_069,0.0
kg_023_000,0.0,0.0,0.0,0.0,0.0,23,0,kg_023_000,0.4389759
kg_023_001,0.0,0.5747587884,0.0,0.0,0.0,23,1,kg_023_001,0.7850679
kg_023_002,0.0,0.3209268371,0.0,0.0,0.1244793092,23,2,kg_023_002,1.261335
kg_023_003,0.0,0.0,0.0,0.0,0.0,23,3,kg_023_003,0.8386199
kg_023_004,0.0,0.0,0.0,0.0,0.0484964538,23,4,kg_023_004,0.9584966
kg_023_005,0.1124732987,0.0,0.0,0.0,0.4360346149,23,5,kg_023_005,1.985287
kg_023_006,0.1997001721,0.0629521716,0.0,0.0,0.5637852366,23,6,kg_023_006,3.455817
kg_023_007,0.0,0.0653525176,0.0,0.0,0.4391899335,23,7,kg_023_007,2.764141
kg_023_008,0.2844261326,0.0,0.0,0.0,0.6000229024,23,8,kg_023_008,5.30119
kg_023_009,0.4298260835,0.0,0.0,0.0,0.5618673377,23,9,kg_023_009,4.321294
kg_023_010,0.7414625435,0.0,0.0,0.0,0.1140059875,23,10,kg_023_010,4.959302
kg_023_011,0.5775108276,0.0,0.0,0.0,0.4204948664,23,11,kg_023_011,4.621586
kg_023_012,0.9555902826,0.0,0.0,0.0,0.0,23,12,kg_023_012,5.086085
kg_023_013,0.9599598449,0.0,0.0,0.0,0.0,23,13,kg_023_013,5.100945
kg_023_014,0.9942070804,0.0,0.0,0.0,0.0,23,14,kg_023_014,5.094503
kg_023_015,0.7543840457,0.0,0.2237459156,0.0,0.0,23,15,kg_023_015,7.254598
kg_023_016,0.9841729388,0.0,0.0,0.0,0.0,23,16,kg_023_016,5.154403
kg_023_017,0.9865567062,0.0,0.0,0.0,0.0,23,17,kg_023_017,5.156592
kg_023_018,0.6437352274,0.0,0.0,0.0,0.2525897427,23,18,kg_023_018,4.750325
kg_023_019,0.0941911072,0.0,0.0,0.0,0.7134566284,23,19,kg_023_019,3.677119
kg_023_020,0.5609832769,0.0,0.0,0.0,0.1580840757,23,20,kg_023_020,3.888798
kg_023_021,0.7489390225,0.0,0.0,0.0,0.0,23,21,kg_023_021,4.842183
kg_023_022,0.6689706713,0.0,0.0,0.0,0.0,23,22,kg_023_022,4.182093
kg_023_023,0.5993458506,0.0,0.0,0.0,0.0,23,23,kg_023_023,3.907233
kg_023_024,0.5704692818,0.0,0.0,0.0,0.0243982395,23,24,kg_023_024,4.437096
kg_023_025,0.9950246625,0.0,0.0,0.0,0.0,23,25,kg_023_025,5.262792
kg_023_026,1.0,0.0,0.0,0.0,0.0,23,26,kg_023_026,5.299743
kg_023_027,1.0,0.0,0.0,0.0,0.0,23,27,kg_023_027,5.311102
kg_023_028,0.9882520967,0.0,0.0,0.0,0.0,23,28,kg_023_028,5.277878
kg_023_029,0.5763204711,0.0,0.0,0.0,0.0343076004,23,29,kg_023_029,3.849546
kg_023_030,0.8823510672,0.0,0.0,0.0,0.0,23,30,kg_023_030,5.060611
kg_023_031,0.9823314981,0.0,0.0,0.0,0.0,23,31,kg_023_031,5.078655
kg_023_032,0.872500404,0.0,0.0,0.0,0.0,23,32,kg_023_032,4.893409
kg_023_033,0.8446487122,0.0,0.0,0.0,0.0,23,33,kg_023_033,4.970532
kg_023_034,0.8548532573,0.0,0.0,0.0,0.0508527962,23,34,kg_023_034,5.572326
kg_023_035,0.4673613344,0.0,0.0,0.0,0.3751155556,23,35,kg_023_035,5.30991
kg_023_036,0.733881188,0.0,0.0039356267,0.0,0.0,23,36,kg_023_036,5.126933
kg_023_037,0.9932099539,0.0,0.0,0.0,0.0006849614,23,37,kg_023_037,5.897566
kg_023_038,0.8481317914,0.0,0.0,0.0,0.1074651608,23,38,kg_023_038,5.335979
kg_023_039,0.0340322686,0.0,0.0,0.0,0.763394238,23,39,kg_023_039,3.093203
kg_023_040,0.0,0.0,0.0,0.0,0.8455289401,23,40,kg_023_040,3.393087
kg_023_041,0.0,0.0,0.0,0.0,0.1545222682,23,41,kg_023_041,1.604514
kg_023_042,0.0,0.0,0.0,0.0,0.0,23,42,kg_023_042,0.8294245
kg_023_043,0.0,0.0,0.0,0.0,0.0,23,43,kg_023_043,0.8232209
kg_023_044,0.0,0.0,0.0,0.0,0.0,23,44,kg_023_044,0.8232209
kg_023_045,0.0,0.0,0.0,0.0,0.0,23,45,kg_023_045,0.6202718
kg_023_046,0.0,0.0,0.0,0.0,0.0,23,46,kg_023_046,0.0
kg_023_047,0.0,0.0,0.0,0.0,0.0,23,47,kg_023_047,0.0
kg_023_048,0.0,0.0,0.0,0.0,0.0,23,48,kg_023_048,0.0
kg_023_049,0.0,0.0,0.0,0.0,0.0,23,49,kg_023_049,0.0
kg_023_050,0.0,0.0,0.0,0.0,0.0,23,50,kg_023_050,0.0
kg_023_051,0.0,0.0,0.0,0.0,0.0,23,51,kg_023_051,0.0
kg_023_052,0.0,0.0,0.0,0.0,0.0,23,52,kg_023_052,0.0
kg_023_053,0.0,0.0,0.0,0.0,0.0,23,53,kg_023_053,0.0
kg_023_054,0.0,0.0,0.0,0.0,0.0,23,54,kg_023_054,0.0
kg_023_055,0.0,0.0,0.0,0.0,0.0,23,55,kg_023_055,0.0
kg_023_056,0.0,0.0,0.0,0.0,0.0,23,56,kg_023_056,0.0
kg_023_057,0.0,0.0,0.0,0.0,0.0,23,57,kg_023_057,0.0
kg_023_058,0.0,0.0,0.0,0.0,0.0,23,58,kg_023_058,0.0
kg_023_059,0.0,0.0,0.0,0.0,0.0,23,59,kg_023_059,0.0
kg_023_060,0.0,0.0,0.0,0.0,0.0,23,60,kg_023_060,0.0
kg_023_061,0.0,0.0,0.0,0.0,0.0,23,61,kg_023_061,0.0
kg_023_062,0.0,0.0,0.0,0.0,0.0,23,62,kg_023_062,0.0
kg_023_063,0.0,0.0,0.0,0.0,0.0,23,63,kg_023_063,0.0
kg_023_064,0.0,0.0,0.0,0.0,0.0,23,64,kg_023_064,0.0
kg_023_065,0.0,0.0,0.0,0.0,0.0,23,65,kg_023_065,0.0
kg_023_066,0.0,0.0,0.0,0.0,0.0,23,66,kg_023_066,0.0
kg_023_067,0.0,0.0,0.0,0.0,0.0,23,67,kg_023_067,0.0
kg_023_068,0.0,0.0,0.0,0.0,0.0,23,68,kg_023_068,0.0
kg_023_069,0.0,0.0,0.0,0.0,0.0,23,69,kg_023_069,0.0
kg_024_000,0.0,0.0001566053,0.0,0.0,0.0,24,0,kg_024_000,0.0
kg_024_001,0.0,0.9181644655,0.0,0.0,0.0,24,1,kg_024_001,0.7354653
kg_024_002,0.0,0.1760487294,0.0,0.0,0.0178245257,24,2,kg_024_002,0.9215583
kg_024_003,0.0,0.0,0.0,0.0,0.0,24,3,kg_024_003,0.8240823
kg_024_004,0.0,0.0,0.0,0.0,0.0,24,4,kg_024_004,0.8240823
kg_024_005,0.0,0.0,0.0,0.0,0.194945586,24,5,kg_024_005,1.346045
kg_024_006,0.095201852,0.0,0.0,0.0,0.8532972599,24,6,kg_024_006,3.70171
kg_024_007,0.0,0.0,0.0,0.0,1.0,24,7,kg_024_007,3.73417
kg_024_008,0.0,0.0,0.0,0.0,1.0,24,8,kg_024_008,4.724574
kg_024_009,0.0071983991,0.0,0.0,0.0,0.9004677583,24,9,kg_024_009,3.436369
kg_024_010,0.672962409,0.0,0.0,0.0,0.2521135431,24,10,kg_024_010,4.937171
kg_024_011,1.0,0.0,0.0,0.0,0.0,24,11,kg_024_011,5.562942
kg_024_012,0.9796815959,0.0,0.0,0.0,0.0,24,12,kg_024_012,5.172919
kg_024_013,0.9928310579,0.0,0.0,0.0,0.0,24,13,kg_024_013,5.108877
kg_024_014,0.9671282178,0.0,0.0,0.0,0.0,24,14,kg_024_014,5.076127
kg_024_015,0.9841010306,0.0,0.0,0.0,0.0,24,15,kg_024_015,5.072117
kg_024_016,0.9945744945,0.0,0.0,0.0,0.0,24,16,kg_024_016,5.152569
kg_024_017,0.950253106,0.0,0.0,0.0,0.0,24,17,kg_024_017,5.119203
kg_024_018,0.9580549586,0.0,0.0,0.0,0.0,24,18,kg_024_018,4.9311
kg_024_019,0.69789438,0.0,0.0,0.0,0.2426293305,24,19,kg_024_019,4.515502
kg_024_020,0.6039443951,0.0,0.0,0.0,0.1776451183,24,20,kg_024_020,4.26238
kg_024_021,0.9430226231,0.0,0.0,0.0,0.0,24,21,kg_024_021,5.113324
kg_024_022,0.9828310923,0.0,0.0,0.0,0.0,24,22,kg_024_022,5.246845
kg_024_023,0.8722111238,0.0,0.0,0.0,0.0,24,23,kg_024_023,4.879681
kg_024_024,0.9516221092,0.0,0.0,0.0,0.0102622858,24,24,kg_024_024,4.938371
kg_024_025,0.9171525246,0.0,0.0,0.0026073103,0.0298035666,24,25,kg_024_025,5.050399
kg_024_026,0.8868878579,0.0,0.0,0.0,0.0,24,26,kg_024_026,4.876317
kg_024_027,0.6604432387,0.0,0.0,0.0,0.0755915311,24,27,kg_024_027,4.952431
kg_024_028,0.5234117652,0.0,0.0,0.0,0.0,24,28,kg_024_028,5.031934
kg_024_029,0.5925024834,0.0,0.0,0.0,0.0338392255,24,29,kg_024_029,3.989744
kg_024_030,0.9773831341,0.0,0.0,0.0,0.0,24,30,kg_024_030,5.203662
kg_024_031,0.8659029612,0.0,0.0,0.0,0.0,24,31,kg_024_031,4.958385
kg_024_032,0.9654015883,0.0,0.0,0.0,0.0,24,32,kg_024_032,4.995878
kg_024_033,0.9075944815,0.0,0.0,0.0,0.0,24,33,kg_024_033,5.175407
kg_024_034,0.6076734884,0.0,0.0,0.0,0.2857522139,24,34,kg_024_034,4.980835
kg_024_035,0.0858669079,0.0,0.0,0.0,0.5025820195,24,35,kg_024_035,4.819685
kg_024_036,0.8017591755,0.0,0.0,0.0,0.0001571375,24,36,kg_024_036,5.303062
kg_024_037,1.0,0.0,0.0,0.0,0.0,24,37,kg_024_037,5.934811
kg_024_038,0.9397619815,0.0,0.0,0.0,0.0,24,38,kg_024_038,5.698659
kg_024_039,0.2128548377,0.0,0.0,0.0,0.0063481077,24,39,kg_024_039,2.027914
kg_024_040,0.0,0.0,0.0,0.0,0.1414565427,24,40,kg_024_040,1.21975
kg_024_041,0.0,0.0,0.0,0.0,0.0544574847,24,41,kg_024_041,1.033406
kg_024_042,0.0,0.0,0.0,0.0,0.0,24,42,kg_024_042,0.8711072
