parnme,dairy,forestry,hort,other,snb,i,j,parnme,base_load
kg_000_000,0.0,0.0,0.0,0.0,0.0,0,0,kg_000_000,0.0
kg_000_001,0.0,0.0,0.0,0.0,0.0,0,1,kg_000_001,0.0
kg_000_002,0.0,0.0,0.0,0.0,0.0,0,2,kg_000_002,0.0
kg_000_003,0.0,0.0,0.0,0.0,0.0,0,3,kg_000_003,0.0
kg_000_004,0.0,0.0,0.0,0.0,0.0,0,4,kg_000_004,0.0
kg_000_005,0.0,0.0,0.0,0.0,0.0,0,5,kg_000_005,0.0
kg_000_006,0.0,0.0,0.0,0.0,0.0,0,6,kg_000_006,0.0
kg_000_007,0.0,0.0,0.0,0.0,0.0,0,7,kg_000_007,0.0
kg_000_008,0.0,0.0,0.0,0.0,0.0,0,8,kg_000_008,0.0
kg_000_009,0.0,0.0,0.0,0.0,0.0,0,9,kg_000_009,0.0
kg_000_010,0.0,0.0,0.0,0.0,0.0,0,10,kg_000_010,0.0
kg_000_011,0.0,0.0,0.0,0.0,0.0,0,11,kg_000_011,0.0
kg_000_012,0.0,0.0,0.0,0.0,0.0,0,12,kg_000_012,0.0
kg_000_013,0.0,0.0,0.0,0.0,0.0,0,13,kg_000_013,0.0
kg_000_014,0.0,0.0,0.0,0.0,0.0,0,14,kg_000_014,0.0
kg_000_015,0.0,0.0,0.0,0.0,0.0,0,15,kg_000_015,0.0
kg_000_016,0.0,0.0,0.0,0.0,0.0,0,16,kg_000_016,0.0
kg_000_017,0.0,0.0,0.0,0.0,0.0,0,17,kg_000_017,0.0
kg_000_018,0.0,0.0,0.0,0.0,0.0,0,18,kg_000_018,0.0
kg_000_019,0.0,0.0,0.0,0.0,0.0,0,19,kg_000_019,0.0
kg_000_020,0.0,0.0,0.0,0.0,0.0,0,20,kg_000_020,0.0
kg_000_021,0.0,0.0,0.0,0.0,0.0,0,21,kg_000_021,0.0
kg_000_022,0.0,0.0,0.0,0.0,0.0,0,22,kg_000_022,0.0
kg_000_023,0.0,0.0,0.0,0.0,0.0,0,23,kg_000_023,0.0
kg_000_024,0.0,0.0,0.0,0.0,0.0,0,24,kg_000_024,0.0
kg_000_025,0.0,0.0,0.0,0.0,0.0,0,25,kg_000_025,0.0
kg_000_026,0.0,0.0,0.0,0.0,0.0,0,26,kg_000_026,0.0
kg_000_027,0.0,0.0,0.0,0.0,0.0,0,27,kg_000_027,0.0
kg_000_028,0.0,0.0,0.0,0.0,0.0,0,28,kg_000_028,0.0
kg_000_029,0.0,0.0,0.0,0.0,0.0,0,29,kg_000_029,0.0
kg_000_030,0.0,0.0,0.0,0.0,0.0,0,30,kg_000_030,0.0
kg_000_031,0.0,0.0,0.0,0.0,0.0,0,31,kg_000_031,0.0
kg_000_032,0.0,0.0,0.0,0.0,0.0,0,32,kg_000_032,0.0
kg_000_033,0.0,0.0,0.0,0.0,0.0,0,33,kg_000_033,0.0
kg_000_034,0.0,0.0,0.0,0.0,0.0,0,34,kg_000_034,0.0
kg_000_035,0.0,0.0,0.0,0.0,0.0,0,35,kg_000_035,0.0
kg_000_036,0.0,0.0,0.0,0.0,0.0,0,36,kg_000_036,0.0
kg_000_037,0.0,0.0,0.0,0.0,0.0,0,37,kg_000_037,0.0
kg_000_038,0.0,0.0,0.0,0.0,0.0,0,38,kg_000_038,0.0
kg_000_039,0.0,0.0,0.0,0.0,0.0,0,39,kg_000_039,0.0
kg_000_040,0.0,0.0,0.0,0.0,0.0,0,40,kg_000_040,0.0
kg_000_041,0.0,0.0,0.0,0.0,0.0,0,41,kg_000_041,0.0
kg_000_042,0.0,0.0,0.0,0.0,0.0,0,42,kg_000_042,0.0
kg_000_043,0.0,0.0,0.0,0.0,0.0,0,43,kg_000_043,0.0
kg_000_044,0.0,0.0,0.0,0.0,0.0,0,44,kg_000_044,0.0
kg_000_045,0.0,0.0,0.0,0.0,0.0,0,45,kg_000_045,0.0
kg_000_046,0.0,0.0,0.0,0.0,0.0,0,46,kg_000_046,0.0
kg_000_047,0.0,0.0,0.0,0.0,0.0,0,47,kg_000_047,0.0
kg_000_048,0.0,0.0,0.0,0.0,0.0,0,48,kg_000_048,0.0
kg_000_049,0.0,0.0,0.0,0.0,0.0,0,49,kg_000_049,0.0
kg_000_050,0.0,0.0,0.0,0.0,0.0,0,50,kg_000_050,0.0
kg_000_051,0.0,0.0,0.0,0.0,0.0,0,51,kg_000_051,0.0
kg_000_052,0.0,0.0,0.0,0.0,0.0,0,52,kg_000_052,0.0
kg_000_053,0.0,0.0,0.0,0.0,0.0,0,53,kg_000_053,0.0
kg_000_054,0.0,0.0,0.0,0.0,0.0,0,54,kg_000_054,0.0
kg_000_055,0.0,0.0,0.0,0.0,0.0,0,55,kg_000_055,0.0
kg_000_056,0.0,0.0,0.0,0.0,0.0,0,56,kg_000_056,0.0
kg_000_057,0.0,0.0,0.0,0.0,0.0,0,57,kg_000_057,0.0
kg_000_058,0.0,0.0,0.0,0.0,0.0,0,58,kg_000_058,0.0
kg_000_059,0.0,0.0,0.0,0.0,0.0,0,59,kg_000_059,0.0
kg_000_060,0.0,0.0,0.0,0.0,0.0,0,60,kg_000_060,0.0
kg_000_061,0.0,0.0,0.0,0.0,0.0,0,61,kg_000_061,0.0
kg_000_062,0.0,0.0,0.0,0.0,0.0,0,62,kg_000_062,0.0
kg_000_063,0.0,0.0,0.0,0.0,0.0,0,63,kg_000_063,0.0
kg_000_064,0.0,0.0,0.0,0.0,0.0,0,64,kg_000_064,0.0
kg_000_065,0.0,0.0,0.0,0.0,0.0,0,65,kg_000_065,0.0
kg_000_066,0.0,0.0,0.0,0.0,0.0,0,66,kg_000_066,0.0
kg_000_067,0.0,0.0,0.0,0.0,0.0,0,67,kg_000_067,0.0
kg_000_068,0.0,0.0,0.0,0.0,0.0,0,68,kg_000_068,0.0
kg_000_069,0.0,0.0,0.0,0.0,0.0,0,69,kg_000_069,0.0
kg_001_000,0.0,0.0,0.0,0.0,0.0,1,0,kg_001_000,0.0
kg_001_001,0.0,0.0,0.0,0.0,0.0,1,1,kg_001_001,0.0
kg_001_002,0.0,0.0,0.0,0.0,0.0,1,2,kg_001_002,0.0
kg_001_003,0.0,0.0,0.0,0.0,0.0,1,3,kg_001_003,0.0
kg_001_004,0.0,0.0,0.0,0.0,0.0,1,4,kg_001_004,0.0
kg_001_005,0.0,0.0,0.0,0.0,0.0,1,5,kg_001_005,0.0
kg_001_006,0.0,0.0,0.0,0.0,0.0,1,6,kg_001_006,0.0
kg_001_007,0.0,0.0,0.0,0.0,0.0,1,7,kg_001_007,0.0
kg_001_008,0.0,0.0,0.0,0.0,0.0,1,8,kg_001_008,0.0
kg_001_009,0.0,0.0,0.0,0.0,0.0,1,9,kg_001_009,0.0
kg_001_010,0.0,0.0,0.0,0.0,0.0,1,10,kg_001_010,0.0
kg_001_011,0.0,0.0,0.0,0.0,0.0,1,11,kg_001_011,0.0
kg_001_012,0.0,0.0,0.0,0.0,0.0,1,12,kg_001_012,0.0
kg_001_013,0.0,0.0,0.0,0.0,0.0,1,13,kg_001_013,0.0
kg_001_014,0.0,0.0,0.0,0.0,0.0,1,14,kg_001_014,0.0
kg_001_015,0.0,0.0,0.0,0.0,0.0,1,15,kg_001_015,0.0
kg_001_016,0.0,0.0,0.0,0.0,0.0,1,16,kg_001_016,0.0
kg_001_017,0.0,0.0,0.0,0.0,0.0,1,17,kg_001_017,0.0
kg_001_018,0.0,0.0,0.0,0.0,0.0,1,18,kg_001_018,0.0
kg_001_019,0.0,0.0,0.0,0.0,0.0,1,19,kg_001_019,0.0
kg_001_020,0.0,0.0,0.0,0.0,0.0,1,20,kg_001_020,0.0
kg_001_021,0.0,0.0,0.0,0.0,0.0,1,21,kg_001_021,0.0
kg_001_022,0.0,0.0,0.0,0.0,0.0,1,22,kg_001_022,0.0
kg_001_023,0.0,0.0,0.0,0.0,0.0,1,23,kg_001_023,0.0
kg_001_024,0.0,0.0,0.0,0.0,0.0,1,24,kg_001_024,0.0
kg_001_025,0.0,0.0,0.0,0.0,0.0,1,25,kg_001_025,0.0
kg_001_026,0.0,0.0,0.0,0.0,0.0,1,26,kg_001_026,0.0
kg_001_027,0.0,0.0,0.0,0.0,0.0,1,27,kg_001_027,0.0
kg_001_028,0.0,0.0,0.0,0.0,0.0,1,28,kg_001_028,0.0
kg_001_029,0.0,0.0,0.0,0.0,0.0,1,29,kg_001_029,0.0
kg_001_030,0.0,0.0,0.0,0.0,0.0,1,30,kg_001_030,0.0
kg_001_031,0.0,0.0,0.0,0.0,0.0,1,31,kg_001_031,0.0
kg_001_032,0.0,0.0,0.0,0.0,0.0,1,32,kg_001_032,0.0
kg_001_033,0.0,0.0,0.0,0.0,0.0,1,33,kg_001_033,0.0
kg_001_034,0.0,0.0,0.0,0.0,0.0,1,34,kg_001_034,0.0
kg_001_035,0.0,0.0,0.0,0.0,0.0,1,35,kg_001_035,0.0
kg_001_036,0.0,0.0,0.0,0.0,0.0,1,36,kg_001_036,0.0
kg_001_037,0.0,0.0,0.0,0.0,0.0,1,37,kg_001_037,0.0
kg_001_038,0.0,0.0,0.0,0.0,0.0,1,38,kg_001_038,0.0
kg_001_039,0.0,0.0,0.0,0.0,0.0,1,39,kg_001_039,0.0
kg_001_040,0.0,0.0,0.0,0.0,0.0,1,40,kg_001_040,0.0
kg_001_041,0.0,0.0,0.0,0.0,0.0,1,41,kg_001_041,0.0
kg_001_042,0.0,0.0,0.0,0.0,0.0,1,42,kg_001_042,0.0
kg_001_043,0.0,0.0,0.0,0.0,0.0,1,43,kg_001_043,0.0
kg_001_044,0.0,0.0,0.0,0.0,0.0,1,44,kg_001_044,0.0
kg_001_045,0.0,0.0,0.0,0.0,0.0,1,45,kg_001_045,0.0
kg_001_046,0.0,0.0,0.0,0.0,0.0,1,46,kg_001_046,0.0
kg_001_047,0.0,0.0,0.0,0.0,0.0,1,47,kg_001_047,0.0
kg_001_048,0.0,0.0,0.0,0.0,0.0,1,48,kg_001_048,0.0
kg_001_049,0.0,0.0,0.0,0.0,0.0,1,49,kg_001_049,0.0
kg_001_050,0.0,0.0,0.0,0.0,0.0,1,50,kg_001_050,0.0
kg_001_051,0.0,0.0,0.0,0.0,0.0,1,51,kg_001_051,0.0
kg_001_052,0.0,0.0,0.0,0.0,0.0,1,52,kg_001_052,0.0
kg_001_053,0.0,0.0,0.0,0.0,0.0,1,53,kg_001_053,0.0
kg_001_054,0.0,0.0,0.0,0.0,0.0,1,54,kg_001_054,0.0
kg_001_055,0.0,0.0,0.0,0.0,0.0,1,55,kg_001_055,0.0
kg_001_056,0.0,0.0,0.0,0.0,0.0,1,56,kg_001_056,0.0
kg_001_057,0.0,0.0,0.0,0.0,0.0,1,57,kg_001_057,0.0
kg_001_058,0.0,0.0,0.0,0.0,0.0,1,58,kg_001_058,0.0
kg_001_059,0.0,0.0,0.0,0.0,0.0,1,59,kg_001_059,0.0
kg_001_060,0.0,0.0,0.0,0.0,0.0,1,60,kg_001_060,0.0
kg_001_061,0.0,0.0,0.0,0.0,0.0,1,61,kg_001_061,0.0
kg_001_062,0.0,0.0,0.0,0.0,0.0,1,62,kg_001_062,0.0
kg_001_063,0.0,0.0,0.0,0.0,0.0,1,63,kg_001_063,0.0
kg_001_064,0.0,0.0,0.0,0.0,0.0,1,64,kg_001_064,0.0
kg_001_065,0.0,0.0,0.0,0.0,0.0,1,65,kg_001_065,0.0
kg_001_066,0.0,0.0,0.0,0.0,0.0,1,66,kg_001_066,0.0
kg_001_067,0.0,0.0,0.0,0.0,0.0,1,67,kg_001_067,0.0
kg_001_068,0.0,0.0,0.0,0.0,0.0,1,68,kg_001_068,0.0
kg_001_069,0.0,0.0,0.0,0.0,0.0,1,69,kg_001_069,0.0
kg_002_000,0.0,0.0,0.0,0.0,0.0,2,0,kg_002_000,0.0
kg_002_001,0.0,0.0,0.0,0.0,0.0,2,1,kg_002_001,0.0
kg_002_002,0.0,0.0,0.0,0.0,0.0,2,2,kg_002_002,0.0
kg_002_003,0.0,0.0,0.0,0.0,0.0,2,3,kg_002_003,0.0
kg_002_004,0.0,0.0,0.0,0.0,0.0,2,4,kg_002_004,0.0
kg_002_005,0.0,0.0,0.0,0.0,0.0,2,5,kg_002_005,0.0
kg_002_006,0.0,0.0,0.0,0.0,0.0,2,6,kg_002_006,0.0
kg_002_007,0.0,0.0,0.0,0.0,0.0,2,7,kg_002_007,0.0
kg_002_008,0.0,0.0,0.0,0.0,0.0,2,8,kg_002_008,0.0
kg_002_009,0.0,0.0,0.0,0.0,0.0,2,9,kg_002_009,0.0
kg_002_010,0.0,0.0,0.0,0.0,0.0,2,10,kg_002_010,0.0
kg_002_011,0.0,0.0,0.0,0.0,0.0,2,11,kg_002_011,0.0
kg_002_012,0.0,0.0,0.0,0.0,0.0,2,12,kg_002_012,0.0
kg_002_013,0.0,0.0,0.0,0.0,0.0,2,13,kg_002_013,0.0
kg_002_014,0.0,0.0,0.0,0.0,0.0,2,14,kg_002_014,0.0
kg_002_015,0.0,0.0,0.0,0.0,0.0,2,15,kg_002_015,0.0
kg_002_016,0.0,0.0,0.0,0.0,0.0,2,16,kg_002_016,0.0
kg_002_017,0.0,0.0,0.0,0.0,0.0,2,17,kg_002_017,0.0
kg_002_018,0.0,0.0,0.0,0.0,0.0,2,18,kg_002_018,0.0
kg_002_019,0.0,0.0,0.0,0.0,0.0,2,19,kg_002_019,0.0
kg_002_020,0.0,0.0,0.0,0.0,0.0,2,20,kg_002_020,0.0
kg_002_021,0.0,0.0,0.0,0.0,0.0,2,21,kg_002_021,0.0
kg_002_022,0.0,0.0,0.0,0.0,0.0,2,22,kg_002_022,0.0
kg_002_023,0.0,0.0,0.0,0.0,0.0,2,23,kg_002_023,0.0
kg_002_024,0.0,0.0,0.0,0.0,0.0,2,24,kg_002_024,0.0
kg_002_025,0.0,0.0,0.0,0.0,0.0,2,25,kg_002_025,0.0
kg_002_026,0.0,0.0,0.0,0.0,0.0,2,26,kg_002_026,0.0
kg_002_027,0.0,0.0,0.0,0.0,0.0,2,27,kg_002_027,0.0
kg_002_028,0.0,0.0,0.0,0.0,0.0,2,28,kg_002_028,0.0
kg_002_029,0.0,0.0,0.0,0.0,0.0,2,29,kg_002_029,0.0
kg_002_030,0.0,0.0,0.0,0.0,0.0,2,30,kg_002_030,0.0
kg_002_031,0.0,0.0,0.0,0.0,0.0,2,31,kg_002_031,0.0
kg_002_032,0.0,0.0,0.0,0.0,0.0,2,32,kg_002_032,0.0
kg_002_033,0.0,0.0,0.0,0.0,0.0,2,33,kg_002_033,0.0
kg_002_034,0.0,0.0,0.0,0.0,0.0,2,34,kg_002_034,0.0
kg_002_035,0.0,0.0,0.0,0.0,0.0,2,35,kg_002_035,0.0
kg_002_036,0.0,0.0,0.0,0.0,0.0,2,36,kg_002_036,0.0
kg_002_037,0.0,0.0,0.0,0.0,0.0,2,37,kg_002_037,0.0
kg_002_038,0.0,0.0,0.0,0.0,0.0,2,38,kg_002_038,0.0
kg_002_039,0.0,0.0,0.0,0.0,0.0,2,39,kg_002_039,0.0
kg_002_040,0.0,0.0,0.0,0.0,0.0,2,40,kg_002_040,0.0
kg_002_041,0.0,0.0,0.0,0.0,0.0,2,41,kg_002_041,0.0
kg_002_042,0.0,0.0,0.0,0.0,0.0,2,42,kg_002_042,0.0
kg_002_043,0.0,0.0,0.0,0.0,0.0,2,43,kg_002_043,0.0
kg_002_044,0.0,0.0,0.0,0.0,0.0,2,44,kg_002_044,0.0
kg_002_045,0.0,0.0,0.0,0.0,0.0,2,45,kg_002_045,0.0
kg_002_046,0.0,0.0,0.0,0.0,0.0,2,46,kg_002_046,0.0
kg_002_047,0.0,0.0,0.0,0.0,0.0,2,47,kg_002_047,0.0
kg_002_048,0.0,0.0,0.0,0.0,0.0,2,48,kg_002_048,0.0
kg_002_049,0.0,0.0,0.0,0.0,0.0,2,49,kg_002_049,0.0
kg_002_050,0.0,0.0,0.0,0.0,0.0,2,50,kg_002_050,0.0
kg_002_051,0.0,0.0,0.0,0.0,0.0,2,51,kg_002_051,0.0
kg_002_052,0.0,0.0,0.0,0.0,0.0,2,52,kg_002_052,0.0
kg_002_053,0.0,0.0,0.0,0.0,0.0,2,53,kg_002_053,0.0
kg_002_054,0.0,0.0,0.0,0.0,0.0,2,54,kg_002_054,0.0
kg_002_055,0.0,0.0,0.0,0.0,0.0,2,55,kg_002_055,0.0
kg_002_056,0.0,0.0,0.0,0.0,0.0,2,56,kg_002_056,0.0
kg_002_057,0.0,0.0,0.0,0.0,0.0,2,57,kg_002_057,0.0
kg_002_058,0.0,0.0,0.0,0.0,0.0,2,58,kg_002_058,0.0
kg_002_059,0.0,0.0,0.0,0.0,0.0,2,59,kg_002_059,0.0
kg_002_060,0.0,0.0,0.0,0.0,0.0,2,60,kg_002_060,0.0
kg_002_061,0.0,0.0,0.0,0.0,0.0,2,61,kg_002_061,0.0
kg_002_062,0.0,0.0,0.0,0.0,0.0,2,62,kg_002_062,0.0
kg_002_063,0.0,0.0,0.0,0.0,0.0,2,63,kg_002_063,0.0
kg_002_064,0.0,0.0,0.0,0.0,0.0,2,64,kg_002_064,0.0
kg_002_065,0.0,0.0,0.0,0.0,0.0,2,65,kg_002_065,0.0
kg_002_066,0.0,0.0,0.0,0.0,0.0,2,66,kg_002_066,0.0
kg_002_067,0.0,0.0,0.0,0.0,0.0,2,67,kg_002_067,0.0
kg_002_068,0.0,0.0,0.0,0.0,0.0,2,68,kg_002_068,0.0
kg_002_069,0.0,0.0,0.0,0.0,0.0,2,69,kg_002_069,0.0
kg_003_000,0.0,0.0,0.0,0.0,0.0,3,0,kg_003_000,0.0
kg_003_001,0.0,0.0,0.0,0.0,0.0,3,1,kg_003_001,0.0
kg_003_002,0.0,0.0,0.0,0.0,0.0,3,2,kg_003_002,0.0
kg_003_003,0.0,0.0,0.0,0.0,0.0,3,3,kg_003_003,0.0
kg_003_004,0.0,0.0,0.0,0.0,0.0,3,4,kg_003_004,0.0
kg_003_005,0.0,0.0,0.0,0.0,0.0,3,5,kg_003_005,0.0
kg_003_006,0.0,0.0,0.0,0.0,0.0,3,6,kg_003_006,0.0
kg_003_007,0.0,0.0,0.0,0.0,0.0,3,7,kg_003_007,0.0
kg_003_008,0.0,0.0,0.0,0.0,0.0,3,8,kg_003_008,0.0
kg_003_009,0.0,0.0,0.0,0.0,0.0,3,9,kg_003_009,0.0
kg_003_010,0.0,0.0,0.0,0.0,0.0,3,10,kg_003_010,0.0
kg_003_011,0.0,0.0,0.0,0.0,0.0,3,11,kg_003_011,0.0
kg_003_012,0.0,0.0,0.0,0.0,0.0,3,12,kg_003_012,0.0
kg_003_013,0.0,0.0,0.0,0.0,0.0,3,13,kg_003_013,0.0
kg_003_014,0.0,0.0,0.0,0.0,0.0,3,14,kg_003_014,0.0
kg_003_015,0.0,0.0,0.0,0.0,0.0,3,15,kg_003_015,0.0
kg_003_016,0.0,0.0,0.0,0.0,0.0,3,16,kg_003_016,0.0
kg_003_017,0.0,0.0,0.0,0.0,0.0,3,17,kg_003_017,0.0
kg_003_018,0.0,0.0,0.0,0.0,0.0,3,18,kg_003_018,0.0
kg_003_019,0.0,0.0,0.0,0.0,0.0,3,19,kg_003_019,0.0
kg_003_020,0.0,0.0,0.0,0.0,0.0,3,20,kg_003_020,0.0
kg_003_021,0.0,0.0,0.0,0.0,0.0,3,21,kg_003_021,0.0
kg_003_022,0.0,0.0,0.0,0.0,0.0,3,22,kg_003_022,0.0
kg_003_023,0.0,0.0,0.0,0.0,0.0,3,23,kg_003_023,0.0
kg_003_024,0.0,0.0,0.0,0.0,0.0,3,24,kg_003_024,0.0
kg_003_025,0.0,0.0,0.0,0.0,0.0,3,25,kg_003_025,0.0
kg_003_026,0.0,0.0,0.0,0.0,0.0,3,26,kg_003_026,0.0
kg_003_027,0.0,0.0,0.0,0.0,0.0,3,27,kg_003_027,0.0
kg_003_028,0.0,0.0,0.0,0.0,0.0,3,28,kg_003_028,0.0
kg_003_029,0.0,0.0,0.0,0.0,0.0,3,29,kg_003_029,0.0
kg_003_030,0.0,0.0,0.0,0.0,0.0,3,30,kg_003_030,0.0
kg_003_031,0.0,0.0,0.0,0.0,0.0,3,31,kg_003_031,0.0
kg_003_032,0.0,0.0,0.0,0.0,0.0,3,32,kg_003_032,0.0
kg_003_033,0.0,0.0,0.0,0.0,0.0,3,33,kg_003_033,0.0
kg_003_034,0.0,0.0,0.0,0.0,0.0,3,34,kg_003_034,0.0
kg_003_035,0.0,0.0,0.0,0.0,0.0,3,35,kg_003_035,0.0
kg_003_036,0.0,0.0,0.0,0.0,0.0,3,36,kg_003_036,0.0
kg_003_037,0.0,0.0,0.0,0.0,0.0,3,37,kg_003_037,0.0
kg_003_038,0.0,0.0,0.0,0.0,0.0,3,38,kg_003_038,0.0
kg_003_039,0.0,0.0,0.0,0.0,0.0,3,39,kg_003_039,0.0
kg_003_040,0.0,0.0,0.0,0.0,0.0,3,40,kg_003_040,0.0
kg_003_041,0.0,0.0,0.0,0.0,0.0,3,41,kg_003_041,0.0
kg_003_042,0.0,0.0,0.0,0.0,0.0,3,42,kg_003_042,0.0
kg_003_043,0.0,0.0,0.0,0.0,0.0,3,43,kg_003_043,0.0
kg_003_044,0.0,0.0,0.0,0.0,0.0,3,44,kg_003_044,0.0
kg_003_045,0.0,0.0,0.0,0.0,0.0,3,45,kg_003_045,0.0
kg_003_046,0.0,0.0,0.0,0.0,0.0,3,46,kg_003_046,0.0
kg_003_047,0.0,0.0,0.0,0.0,0.0,3,47,kg_003_047,0.0
kg_003_048,0.0,0.0,0.0,0.0,0.0,3,48,kg_003_048,0.0
kg_003_049,0.0,0.0,0.0,0.0,0.0,3,49,kg_003_049,0.0
kg_003_050,0.0,0.0,0.0,0.0,0.0,3,50,kg_003_050,0.0
kg_003_051,0.0,0.0,0.0,0.0,0.0,3,51,kg_003_051,0.0
kg_003_052,0.0,0.0,0.0,0.0,0.0,3,52,kg_003_052,0.0
kg_003_053,0.0,0.0,0.0,0.0,0.0,3,53,kg_003_053,0.0
kg_003_054,0.0,0.0,0.0,0.0,0.0,3,54,kg_003_054,0.0
kg_003_055,0.0,0.0,0.0,0.0,0.0,3,55,kg_003_055,0.0
kg_003_056,0.0,0.0,0.0,0.0,0.0,3,56,kg_003_056,0.0
kg_003_057,0.0,0.0,0.0,0.0,0.0,3,57,kg_003_057,0.0
kg_003_058,0.0,0.0,0.0,0.0,0.0,3,58,kg_003_058,0.0
kg_003_059,0.0,0.0,0.0,0.0,0.0,3,59,kg_003_059,0.0
kg_003_060,0.0,0.0,0.0,0.0,0.0,3,60,kg_003_060,0.0
kg_003_061,0.0,0.0,0.0,0.0,0.0,3,61,kg_003_061,0.0
kg_003_062,0.0,0.0,0.0,0.0,0.0,3,62,kg_003_062,0.0
kg_003_063,0.0,0.0,0.0,0.0,0.0,3,63,kg_003_063,0.0
kg_003_064,0.0,0.0,0.0,0.0,0.0,3,64,kg_003_064,0.0
kg_003_065,0.0,0.0,0.0,0.0,0.0,3,65,kg_003_065,0.0
kg_003_066,0.0,0.0,0.0,0.0,0.0,3,66,kg_003_066,0.0
kg_003_067,0.0,0.0,0.0,0.0,0.0,3,67,kg_003_067,0.0
kg_003_068,0.0,0.0,0.0,0.0,0.0,3,68,kg_003_068,0.0
kg_003_069,0.0,0.0,0.0,0.0,0.0,3,69,kg_003_069,0.0
kg_004_000,0.0,0.0,0.0,0.0,0.0,4,0,kg_004_000,0.0
kg_004_001,0.0,0.0,0.0,0.0,0.0,4,1,kg_004_001,0.0
kg_004_002,0.0,0.0,0.0,0.0,0.0,4,2,kg_004_002,0.0
kg_004_003,0.0,0.0,0.0,0.0,0.0,4,3,kg_004_003,0.0
kg_004_004,0.0,0.0,0.0,0.0,0.0,4,4,kg_004_004,0.0
kg_004_005,0.0,0.0,0.0,0.0,0.0,4,5,kg_004_005,0.0
kg_004_006,0.0,0.0,0.0,0.0,0.0,4,6,kg_004_006,0.0
kg_004_007,0.0,0.0,0.0,0.0,0.0,4,7,kg_004_007,0.0
kg_004_008,0.0,0.0,0.0,0.0,0.0,4,8,kg_004_008,0.0
kg_004_009,0.0,0.0,0.0,0.0,0.0,4,9,kg_004_009,0.0
kg_004_010,0.0,0.0,0.0,0.0,0.0,4,10,kg_004_010,0.0
kg_004_011,0.0,0.0,0.0,0.0,0.0,4,11,kg_004_011,0.0
kg_004_012,0.0,0.0,0.0,0.0,0.0,4,12,kg_004_012,0.0
kg_004_013,0.0,0.0,0.0,0.0,0.0,4,13,kg_004_013,0.0
kg_004_014,0.0,0.0,0.0,0.0,0.0,4,14,kg_004_014,0.0
kg_004_015,0.0,0.0,0.0,0.0,0.0,4,15,kg_004_015,0.0
kg_004_016,0.0,0.0,0.0,0.0,0.0,4,16,kg_004_016,0.0
kg_004_017,0.0,0.0,0.0,0.0,0.0,4,17,kg_004_017,0.0
kg_004_018,0.0,0.0,0.0,0.0,0.0,4,18,kg_004_018,0.0
kg_004_019,0.0,0.0,0.0,0.0,0.0,4,19,kg_004_019,0.0
kg_004_020,0.0,0.0,0.0,0.0,0.0,4,20,kg_004_020,0.0
kg_004_021,0.0,0.0,0.0,0.0,0.0,4,21,kg_004_021,0.0
kg_004_022,0.0,0.0,0.0,0.0,0.0,4,22,kg_004_022,0.0
kg_004_023,0.0,0.0,0.0,0.0,0.0,4,23,kg_004_023,0.0
kg_004_024,0.0,0.0,0.0,0.0,0.0,4,24,kg_004_024,0.0
kg_004_025,0.0,0.0,0.0,0.0,0.0,4,25,kg_004_025,0.0
kg_004_026,0.0,0.0,0.0,0.0,0.0,4,26,kg_004_026,0.0
kg_004_027,0.0,0.0,0.0,0.0,0.0,4,27,kg_004_027,0.0
kg_004_028,0.0,0.0,0.0,0.0,0.0,4,28,kg_004_028,0.0
kg_004_029,0.0,0.0,0.0,0.0,0.0,4,29,kg_004_029,0.0
kg_004_030,0.0,0.0,0.0,0.0,0.0,4,30,kg_004_030,0.0
kg_004_031,0.0,0.0,0.0,0.0,0.0,4,31,kg_004_031,0.0
kg_004_032,0.0,0.0,0.0,0.0,0.0,4,32,kg_004_032,0.0
kg_004_033,0.0,0.0,0.0,0.0,0.0,4,33,kg_004_033,0.0
kg_004_034,0.0,0.0,0.0,0.0,0.0,4,34,kg_004_034,0.0
kg_004_035,0.0,0.0,0.0,0.0,0.0,4,35,kg_004_035,0.0
kg_004_036,0.0,0.0,0.0,0.0,0.0,4,36,kg_004_036,0.0
kg_004_037,0.0,0.0,0.0,0.0,0.0,4,37,kg_004_037,0.0
kg_004_038,0.0,0.0,0.0,0.0,0.0,4,38,kg_004_038,0.0
kg_004_039,0.0,0.0,0.0,0.0,0.0,4,39,kg_004_039,0.0
kg_004_040,0.0,0.0,0.0,0.0,0.0,4,40,kg_004_040,0.0
kg_004_041,0.0,0.0,0.0,0.0,0.0,4,41,kg_004_041,0.0
kg_004_042,0.0,0.0,0.0,0.0,0.0,4,42,kg_004_042,0.0
kg_004_043,0.0,0.0,0.0,0.0,0.0,4,43,kg_004_043,0.0
kg_004_044,0.0,0.0,0.0,0.0,0.0,4,44,kg_004_044,0.0
kg_004_045,0.0,0.0,0.0,0.0,0.0,4,45,kg_004_045,0.0
kg_004_046,0.0,0.0,0.0,0.0,0.0,4,46,kg_004_046,0.0
kg_004_047,0.0,0.0,0.0,0.0,0.0,4,47,kg_004_047,0.0
kg_004_048,0.0,0.0,0.0,0.0,0.0,4,48,kg_004_048,0.0
kg_004_049,0.0,0.0,0.0,0.0,0.0,4,49,kg_004_049,0.0
kg_004_050,0.0,0.0,0.0,0.0,0.0,4,50,kg_004_050,0.0
kg_004_051,0.0,0.0,0.0,0.0,0.0,4,51,kg_004_051,0.0
