obsnme,obsnme,obsval,response,response_org,offset
ucn1_00_029_027_010,ucn1_00_029_027_010,0.005453702188874992,0.0016344661368978164,-0.0008196998480959298,0.002454165984993746
ucn1_00_029_028_010,ucn1_00_029_028_010,0.0070969939341786374,0.0015330162079747356,-0.0016606310624056508,0.0031936472703803865
ucn1_00_029_029_010,ucn1_00_029_029_010,0.004319634670972915,0.0012402386156157295,-0.0007035969863220823,0.0019438356019378118
ucn1_00_029_030_010,ucn1_00_029_030_010,0.004567994265911403,0.00120338626043708,-0.000852211159223051,0.002055597419660131
ucn1_00_029_031_010,ucn1_00_029_031_010,0.004530136780876301,0.0011967441441548803,-0.0008418174072394547,0.002038561551394335
ucn1_00_029_032_010,ucn1_00_029_032_010,0.0023552645392701113,-0.00024756267538796495,-0.001307431718059515,0.00105986904267155
ucn1_00_029_033_010,ucn1_00_029_033_010,0.05179633490124398,-0.058174585198061464,-0.08148293590362125,0.02330835070555979
ucn1_00_029_034_010,ucn1_00_029_034_010,0.04879630698338725,-0.09366433094062179,-0.11562266908314606,0.02195833814252426
ucn1_00_029_035_010,ucn1_00_029_035_010,0.0003216721864543413,-0.00025988011262487615,-0.0004046325965293297,0.00014475248390445356
ucn1_00_030_012_010,ucn1_00_030_012_010,0.003422158594032853,0.0014352107110593257,-0.00010476065625545785,0.0015399713673147836
ucn1_00_030_013_010,ucn1_00_030_013_010,0.0012097321319224994,-3.690706162651431e-05,-0.000581286520991639,0.0005443794593651247
ucn1_00_030_014_010,ucn1_00_030_014_010,0.0013458316436290435,-0.0006869860371175829,-0.0012926102767506524,0.0006056242396330695
ucn1_00_030_015_010,ucn1_00_030_015_010,0.009454609073185438,0.002186900267130855,-0.002067673815802591,0.004254574082933446
ucn1_00_030_016_010,ucn1_00_030_016_010,0.007804770514217951,0.0028358462269034014,-0.0006763005044946764,0.003512146731398078
ucn1_00_030_017_010,ucn1_00_030_017_010,0.003641404189890651,0.0011532374197857393,-0.0004853944656650535,0.0016386318854507928
ucn1_00_030_018_010,ucn1_00_030_018_010,0.00197798893217481,0.0005738077664665963,-0.00031628725301206806,0.0008900950194786644
ucn1_00_030_019_010,ucn1_00_030_019_010,0.0010674098742392726,0.0003887992067689865,-9.153523663868613e-05,0.0004803344434076726
ucn1_00_030_020_010,ucn1_00_030_020_010,0.0002910577617801916,0.00013099400101907268,1.8008217986463505e-08,0.0001309759928010862
ucn1_00_030_021_010,ucn1_00_030_021_010,0.0013634672540265105,0.0006135489418035657,-1.1322508363966544e-08,0.0006135602643119296
ucn1_00_030_022_010,ucn1_00_030_022_010,0.00120581313954138,0.0005426622682559355,4.6355462314560987e-08,0.0005426159127936209
ucn1_00_030_023_010,ucn1_00_030_023_010,0.001280408337127158,0.0005761587297099728,-2.502199724830133e-08,0.0005761837517072211
ucn1_00_030_024_010,ucn1_00_030_024_010,0.001198143546825817,0.0005389853047681583,-1.7929130345928096e-07,0.0005391645960716176
ucn1_00_030_025_010,ucn1_00_030_025_010,0.0037400988071384,0.0015316010344581896,-0.00015144342875409025,0.0016830444632122798
ucn1_00_030_026_010,ucn1_00_030_026_010,0.0014970244530588667,0.0005329706180678016,-0.0001406903858086884,0.0006736610038764899
ucn1_00_030_027_010,ucn1_00_030_027_010,0.004205369795068547,0.0011291727962675646,-0.0007632436115132815,0.001892416407780846
ucn1_00_030_028_010,ucn1_00_030_028_010,0.005413369586531021,0.0012584335618929332,-0.0011775827520460259,0.002436016313938959
ucn1_00_030_029_010,ucn1_00_030_029_010,0.0037291547896753188,0.0013570038777939019,-0.00032111577755999156,0.0016781196553538934
ucn1_00_030_030_010,ucn1_00_030_030_010,0.0037702206054879396,0.0014379529125341326,-0.00025864635993544003,0.0016965992724695728
ucn1_00_030_031_010,ucn1_00_030_031_010,0.004317163929477085,0.0003340321322246951,-0.001608691636039993,0.0019427237682646881
ucn1_00_030_032_010,ucn1_00_030_032_010,0.0010300825033667874,0.00027166255255919294,-0.00019187457395586133,0.00046353712651505427
ucn1_00_030_033_010,ucn1_00_030_033_010,0.005818281874516122,0.0008201488404762209,-0.0017980780030560336,0.0026182268435322544
ucn1_00_030_034_010,ucn1_00_030_034_010,0.0049148432250336865,0.001913123319156788,-0.0002985561321083706,0.0022116794512651587
ucn1_00_031_013_010,ucn1_00_031_013_010,0.009462133251992485,0.003812819128909583,-0.0004451408344870352,0.004257959963396618
ucn1_00_031_014_010,ucn1_00_031_014_010,0.0017643643247679782,-0.0003307809230286776,-0.0011247448691742677,0.0007939639461455901
ucn1_00_031_015_010,ucn1_00_031_015_010,0.015069231176698809,0.005259485466796577,-0.001521668562717887,0.006781154029514463
ucn1_00_031_016_010,ucn1_00_031_016_010,0.010357365970024249,0.0033398596349367062,-0.0013209550515742052,0.004660814686510912
ucn1_00_031_017_010,ucn1_00_031_017_010,0.00881692422101552,0.0019988515471338125,-0.001968764352323171,0.003967615899456984
ucn1_00_031_018_010,ucn1_00_031_018_010,0.0097548723074793,0.0022406479438868048,-0.0021490445944788803,0.004389692538365685
ucn1_00_031_019_010,ucn1_00_031_019_010,0.0011094204075516273,0.0003900757485480304,-0.00010916343485020181,0.0004992391833982322
ucn1_00_031_020_010,ucn1_00_031_020_010,0.0002797215510018787,0.00012523333030368486,-6.413676471605456e-07,0.00012587469795084542
ucn1_00_031_021_010,ucn1_00_031_021_010,0.0007938000829302665,0.00035721369099232423,3.653673704357553e-09,0.0003572100373186199
ucn1_00_031_022_010,ucn1_00_031_022_010,0.0013326727842717654,0.000599528174176845,-1.7457874544939965e-07,0.0005997027529222944
ucn1_00_031_023_010,ucn1_00_031_023_010,0.0013398492429612429,0.000602898873682885,-3.32856496742184e-08,0.0006029321593325592
ucn1_00_031_024_010,ucn1_00_031_024_010,0.00138739914578413,0.0006243894367136299,5.982111077141336e-08,0.0006243296156028585
ucn1_00_031_025_010,ucn1_00_031_025_010,0.002246591006344956,0.0009802060897282164,-3.0759863127013596e-05,0.00101096595285523
ucn1_00_031_026_010,ucn1_00_031_026_010,0.003931725638534772,0.0010086620145450956,-0.0007606145227955518,0.0017692765373406474
ucn1_00_031_027_010,ucn1_00_031_027_010,0.0016723493181403795,0.00048245941489281213,-0.0002700977782703586,0.0007525571931631707
ucn1_00_031_028_010,ucn1_00_031_028_010,0.004251096260589358,0.0011881888610343295,-0.0007248044562308814,0.0019129933172652108
ucn1_00_031_029_010,ucn1_00_031_029_010,0.004017737313279546,0.0012639520751595887,-0.0005440297158162068,0.0018079817909757954
ucn1_00_031_030_010,ucn1_00_031_030_010,0.0043630635509696175,0.0012256034776971063,-0.0007377751202392213,0.0019633785979363276
ucn1_00_031_031_010,ucn1_00_031_031_010,0.0087383616216269,-0.001177858245872034,-0.005110120975604138,0.003932262729732104
ucn1_00_031_032_010,ucn1_00_031_032_010,0.0028399653644824822,0.0008803096397554057,-0.0003976747742617111,0.0012779844140171168
ucn1_00_031_033_010,ucn1_00_031_033_010,0.0006032531230417269,0.00024001850196012529,-3.144540340865178e-05,0.00027146390536877707
ucn1_00_031_034_010,ucn1_00_031_034_010,0.0005542717090139569,0.0002490887662650739,-3.3350279120665796e-07,0.0002494222690562806
ucn1_00_031_035_010,ucn1_00_031_035_010,0.00015656563991031045,7.046795979926165e-05,1.3421839621947101e-08,7.04545379596397e-05
ucn1_00_032_013_010,ucn1_00_032_013_010,0.006884795882243764,0.003026022355261412,-7.213579174828138e-05,0.0030981581470096936
ucn1_00_032_014_010,ucn1_00_032_014_010,0.0007615912154288727,-0.0007500892570090904,-0.0010928053039520832,0.0003427160469429927
ucn1_00_032_015_010,ucn1_00_032_015_010,0.011387484801448564,0.0026440603458765984,-0.0024803078147752544,0.005124368160651853
ucn1_00_032_016_010,ucn1_00_032_016_010,0.009397481457763215,0.002185831355112656,-0.0020430353008807907,0.004228866655993447
ucn1_00_032_017_010,ucn1_00_032_017_010,0.009098245389807292,0.0021565414064898,-0.0019376690189234814,0.004094210425413281
ucn1_00_032_018_010,ucn1_00_032_018_010,0.009425476220940232,0.00224734593502619,-0.0019941183643969137,0.004241464299423104
ucn1_00_032_019_010,ucn1_00_032_019_010,0.00966564158123255,0.0023084212377172007,-0.002041117473837447,0.004349538711554648
ucn1_00_032_020_010,ucn1_00_032_020_010,0.000853650975389533,0.00030415023458122645,-7.999270434406336e-05,0.0003841429389252898
ucn1_00_032_021_010,ucn1_00_032_021_010,0.00022515863389092135,0.00010133702083064078,1.5635579726180152e-08,0.0001013213852509146
ucn1_00_032_022_010,ucn1_00_032_022_010,0.0008047379046761776,0.00036218450467544286,5.2447571162963964e-08,0.0003621320571042799
ucn1_00_032_023_010,ucn1_00_032_023_010,0.001262027607253117,0.0005681307625270799,2.183392631774623e-07,0.0005679124232639025
ucn1_00_032_024_010,ucn1_00_032_024_010,0.001231871305033349,0.0005543284137053786,-1.3673559628432792e-08,0.0005543420872650071
ucn1_00_032_025_010,ucn1_00_032_025_010,0.001276272322069581,0.0005719261931667533,-2.396351764558081e-06,0.0005743225449313114
ucn1_00_032_026_010,ucn1_00_032_026_010,0.004585596323675788,0.0011911674451828055,-0.0008723509004712992,0.0020635183456541046
ucn1_00_032_027_010,ucn1_00_032_027_010,0.002047919852944773,0.0006123108026911046,-0.00030925313113404324,0.0009215639338251478
ucn1_00_032_028_010,ucn1_00_032_028_010,0.003971304195158378,0.0011525566219859622,-0.0006345302658353078,0.00178708688782127
ucn1_00_032_029_010,ucn1_00_032_029_010,0.004745218333308985,0.0012801473944791294,-0.000855200855509914,0.0021353482499890434
ucn1_00_032_030_010,ucn1_00_032_030_010,0.026838943195133632,-0.019159537471170385,-0.03123706190898052,0.012077524437810133
ucn1_00_032_031_010,ucn1_00_032_031_010,0.01609308660012107,-0.015744032152661604,-0.022985921122716087,0.007241888970054481
ucn1_00_032_032_010,ucn1_00_032_032_010,0.001674491242119205,0.000594697351981701,-0.00015882370697194127,0.0007535210589536423
ucn1_00_032_033_010,ucn1_00_032_033_010,0.0013160234365921267,0.0005281788023568639,-6.403174410959299e-05,0.000592210546466457
ucn1_00_032_034_010,ucn1_00_032_034_010,0.0009505652901780693,0.0004256371810271889,-2.11719955294223e-06,0.00042775438058013113
ucn1_00_033_014_010,ucn1_00_033_014_010,0.0010430841509510953,0.00015271475467748947,-0.00031667311325050333,0.0004693878679279928
ucn1_00_033_015_010,ucn1_00_033_015_010,0.002684388690631484,-0.00048260068350533406,-0.0016905755942895019,0.0012079749107841678
ucn1_00_033_016_010,ucn1_00_033_016_010,0.011908121259974891,0.0030518981509979988,-0.002306756415990702,0.005358654566988701
ucn1_00_033_017_010,ucn1_00_033_017_010,0.010390296265860344,0.0027611524300333755,-0.0019144808896037794,0.004675633319637155
ucn1_00_033_018_010,ucn1_00_033_018_010,0.009230962500564495,0.002353189393478447,-0.0018007437317755755,0.004153933125254023
ucn1_00_033_019_010,ucn1_00_033_019_010,0.005223864943541418,0.0015271278335828318,-0.0008236113910108059,0.0023507392245936377
ucn1_00_033_020_010,ucn1_00_033_020_010,0.0006352418547134559,0.00025703457436047195,-2.8824260260583156e-05,0.0002858588346210551
ucn1_00_033_021_010,ucn1_00_033_021_010,0.00016570401773610344,7.456128939641687e-05,-5.5185848296738195e-09,7.456680798124654e-05
ucn1_00_033_022_010,ucn1_00_033_022_010,0.0005380643561286048,0.00024212140651593298,-7.553741939164414e-09,0.00024212896025787214
ucn1_00_033_023_010,ucn1_00_033_023_010,0.000973681470076991,0.000438166714716363,1.0053181717126186e-08,0.0004381566615346459
ucn1_00_033_024_010,ucn1_00_033_024_010,0.0012989306514129234,0.0005846561704925547,1.3737735673919678e-07,0.0005845187931358155
ucn1_00_033_025_010,ucn1_00_033_025_010,0.0012211075281616808,0.0005494426420860619,-5.574558669435848e-08,0.0005494983876727562
ucn1_00_033_026_010,ucn1_00_033_026_010,0.006472930871361937,0.0024632320865324185,-0.0004495868055804525,0.002912818892112871
ucn1_00_033_027_010,ucn1_00_033_027_010,0.001910589699664733,0.0006879243726795833,-0.00017184099216954645,0.0008597653648491297
ucn1_00_033_028_010,ucn1_00_033_028_010,0.0039667295287028415,0.0010777843044927522,-0.0007072439834235263,0.0017850282879162784
ucn1_00_033_029_010,ucn1_00_033_029_010,0.0055947768615598106,0.0014966688729861255,-0.0010209807147157888,0.0025176495877019143
ucn1_00_033_030_010,ucn1_00_033_030_010,0.0042978154366289465,-0.00024320756998236302,-0.002177224516465389,0.0019340169464830258
ucn1_00_033_031_010,ucn1_00_033_031_010,0.002982648947926391,0.0007191563518686386,-0.0006230356746982374,0.001342192026566876
ucn1_00_033_032_010,ucn1_00_033_032_010,0.00633801860876943,0.0019739313724099258,-0.0008781770015363172,0.0028521083739462432
ucn1_00_033_033_010,ucn1_00_033_033_010,0.0012798595893235047,0.0004820355478861451,-9.390126730943196e-05,0.000575936815195577
ucn1_00_033_034_010,ucn1_00_033_034_010,0.0039204431672001045,0.0013232678133518372,-0.00044093161188820973,0.0017641994252400469
ucn1_00_033_035_010,ucn1_00_033_035_010,0.0006825965106980289,0.00019506590663602276,-0.00011210252317809022,0.000307168429814113
ucn1_00_033_043_010,ucn1_00_033_043_010,7.575448007392334e-05,-0.00028860900749970534,-0.00032269852353297083,3.40895160332655e-05
ucn1_00_033_050_010,ucn1_00_033_050_010,5.945349462408114e-05,2.6812218410838447e-05,5.814583000193538e-08,2.675407258083651e-05
ucn1_00_034_014_010,ucn1_00_034_014_010,0.009091596752531309,0.0033639741679644198,-0.0007272443706746692,0.004091218538639089
ucn1_00_034_015_010,ucn1_00_034_015_010,0.0063165501863026476,0.001033088371073983,-0.0018093592127622082,0.0028424475838361913
ucn1_00_034_016_010,ucn1_00_034_016_010,1.92785512389513e-09,-9.997954047609146e-06,-9.998821582414898e-06,8.675348057528084e-10
ucn1_00_034_017_010,ucn1_00_034_017_010,0.0019477397199907907,-5.658610155048847e-05,-0.0009330689755463442,0.0008764828739958558
ucn1_00_034_018_010,ucn1_00_034_018_010,0.0037960881978337537,0.0012492694050034974,-0.00045897028402169153,0.001708239689025189
ucn1_00_034_019_010,ucn1_00_034_019_010,0.0007426111806592068,0.0003109172138930401,-2.3257817403602925e-05,0.00033417503129664304
ucn1_00_034_020_010,ucn1_00_034_020_010,0.0010814909018346426,0.00048660653001411923,-6.437581146994093e-08,0.00048667090582558915
ucn1_00_034_021_010,ucn1_00_034_021_010,0.0005799525182179973,0.0002609792335379509,6.003398521413747e-10,0.00026097863319809875
ucn1_00_034_022_010,ucn1_00_034_022_010,0.00017628833367883554,7.929890450610463e-05,-3.084564937135296e-08,7.932975015547598e-05
ucn1_00_034_023_010,ucn1_00_034_023_010,0.0007241337079269622,0.00032586294054684305,2.7719797100653596e-09,0.000325860168567133
ucn1_00_034_024_010,ucn1_00_034_024_010,0.0013066002947958128,0.0005877250111265299,-2.451215315857155e-07,0.0005879701326581157
ucn1_00_034_025_010,ucn1_00_034_025_010,0.0013657134168321484,0.0006146894791975006,1.1844162303384884e-07,0.0006145710375744667
ucn1_00_034_026_010,ucn1_00_034_026_010,0.00038742161747422506,0.00017298343542928741,-1.3562924341138316e-06,0.00017433972786340125
ucn1_00_034_027_010,ucn1_00_034_027_010,0.001163490894733509,0.0005179620268925109,-5.60887573756812e-06,0.000523570902630079
ucn1_00_034_028_010,ucn1_00_034_028_010,0.0035033821946653127,0.0012851717356333263,-0.0002913502519660643,0.0015765219875993905
ucn1_00_034_029_010,ucn1_00_034_029_010,0.005663368629472914,0.0014368919058183752,-0.001111623977444436,0.0025485158832628113
ucn1_00_034_030_010,ucn1_00_034_030_010,0.0032328539231709645,0.0009082926118543339,-0.0005464916535726,0.0014547842654269339
ucn1_00_034_031_010,ucn1_00_034_031_010,0.0018531565146546933,0.0005883494032461585,-0.00024557102834845334,0.0008339204315946119
ucn1_00_034_032_010,ucn1_00_034_032_010,0.004915961458145361,0.0011282393275496583,-0.0010839433286157542,0.0022121826561654124
ucn1_00_034_033_010,ucn1_00_034_033_010,0.004473152035372072,0.0010676567735622981,-0.0009452616423551342,0.0020129184159174323
ucn1_00_034_034_010,ucn1_00_034_034_010,0.0040119458588140505,0.001178245234100025,-0.0006271304023662973,0.0018053756364663225
ucn1_00_034_035_010,ucn1_00_034_035_010,0.0003548511209754976,-0.00023430290684816116,-0.00039398591128713507,0.0001596830044389739
ucn1_00_034_036_010,ucn1_00_034_036_010,0.00018602912339598716,3.246904172514955e-05,-5.124406380304467e-05,8.371310552819422e-05
ucn1_00_034_043_010,ucn1_00_034_043_010,8.184018880132263e-05,-0.0001658293031516482,-0.00020265738811224337,3.682808496059518e-05
ucn1_00_034_044_010,ucn1_00_034_044_010,0.00013473423382970022,-0.00012824219827295002,-0.0001888726034963151,6.063040522336509e-05
ucn1_00_034_045_010,ucn1_00_034_045_010,7.520285092742031e-05,-0.00021838995902817077,-0.0002522312419455099,3.3841282917339136e-05
ucn1_00_034_047_010,ucn1_00_034_047_010,0.00031110051076620307,1.8041532325288232e-05,-0.00012195369751950312,0.00013999522984479136
ucn1_00_034_048_010,ucn1_00_034_048_010,3.120265014998525e-05,1.4040920784611265e-05,-2.7178288209638005e-10,1.4041192567493362e-05
ucn1_00_034_049_010,ucn1_00_034_049_010,4.660971202526959e-05,2.095243425080578e-05,-2.1936160565532043e-08,2.0974370411371314e-05
ucn1_00_034_050_010,ucn1_00_034_050_010,0.00025078810763823464,8.951679911251898e-05,-2.3337849324686597e-05,0.00011285464843720558
ucn1_00_035_014_010,ucn1_00_035_014_010,0.003918938923279484,0.0003732689580615283,-0.0013902535574142395,0.0017635225154757678
ucn1_00_035_015_010,ucn1_00_035_015_010,0.00814608715955637,0.0025832983854127745,-0.0010824408363875916,0.003665739221800366
ucn1_00_035_016_010,ucn1_00_035_016_010,7.029199551396835e-06,-7.673705091952864e-06,-1.083684489008144e-05,3.1631397981285754e-06
ucn1_00_035_017_010,ucn1_00_035_017_010,0.0018459686648319388,-0.0007243364601397684,-0.0015550223593141408,0.0008306858991743724
ucn1_00_035_018_010,ucn1_00_035_018_010,0.0009919258213091462,-0.0006942076289756321,-0.0011405742485647479,0.00044636661958911576
ucn1_00_035_019_010,ucn1_00_035_019_010,0.0037601419677688783,0.0016128701922321408,-7.919369326385424e-05,0.001692063885495995
ucn1_00_035_020_010,ucn1_00_035_020_010,0.0010315213208830572,0.0004641479601172556,-3.663428012010436e-08,0.0004641845943973757
ucn1_00_035_021_010,ucn1_00_035_021_010,0.0005518401400687765,0.0002483322679010396,4.204870090177366e-09,0.0002483280630309494
ucn1_00_035_022_010,ucn1_00_035_022_010,0.00017784428259529726,8.008241590122147e-05,5.248873333771076e-08,8.002992716788376e-05
ucn1_00_035_023_010,ucn1_00_035_023_010,0.0011589225451919842,0.000521555754560873,4.060922448019171e-08,0.0005215151453363928
ucn1_00_035_024_010,ucn1_00_035_024_010,0.0011886476271758325,0.0005349097309357832,1.8298706658630396e-08,0.0005348914322291246
ucn1_00_035_025_010,ucn1_00_035_025_010,0.0013343352691074274,0.0006004572505570468,6.379458704459707e-09,0.0006004508710983423
ucn1_00_035_026_010,ucn1_00_035_026_010,0.0011664755991972616,0.0005011171315975447,-2.3796888041222854e-05,0.0005249140196387676
ucn1_00_035_027_010,ucn1_00_035_027_010,0.004599973230515335,0.0013087555188196292,-0.0007612324349122717,0.002069987953731901
ucn1_00_035_028_010,ucn1_00_035_028_010,0.007312489306430079,0.002096164780901028,-0.0011944554069925075,0.0032906201878935355
ucn1_00_035_029_010,ucn1_00_035_029_010,0.00685149077126795,0.0018457955123653543,-0.0012373753347052227,0.003083170847070577
ucn1_00_035_030_010,ucn1_00_035_030_010,0.0011306205090512518,0.00028905585203795796,-0.00021972337703510532,0.0005087792290730633
ucn1_00_035_031_010,ucn1_00_035_031_010,0.004587395986540102,0.0011891694432031293,-0.0008751587507399166,0.002064328193943046
ucn1_00_035_032_010,ucn1_00_035_032_010,0.004616140419235908,0.0012233716359772123,-0.000853891552678946,0.002077263188656158
ucn1_00_035_033_010,ucn1_00_035_033_010,0.006337277397126586,0.0014263147427635698,-0.0014254600859433936,0.0028517748287069634
ucn1_00_035_034_010,ucn1_00_035_034_010,0.0037827808982092326,0.0009674833422821819,-0.0007347680619119727,0.0017022514041941546
ucn1_00_035_035_010,ucn1_00_035_035_010,0.0003846336731266485,-0.0004453739895969763,-0.0006184591425039681,0.0001730851529069918
ucn1_00_035_036_010,ucn1_00_035_036_010,0.00031898942322616683,-8.410305656416338e-06,-0.0001519555461081914,0.00014354524045177505
ucn1_00_035_037_010,ucn1_00_035_037_010,9.258057210877393e-05,3.019330371765221e-05,-1.1467953731296048e-05,4.166125744894826e-05
ucn1_00_035_043_010,ucn1_00_035_043_010,0.0002503431514837822,7.494811231855406e-06,-0.00010515960693584658,0.00011265441816770199
ucn1_00_035_044_010,ucn1_00_035_044_010,0.0002094910725876588,-0.00011025488820868206,-0.00020452587087312852,9.427098266444645e-05
ucn1_00_035_045_010,ucn1_00_035_045_010,0.00020432708196023704,-0.00021064882157650314,-0.0003025960084586098,9.194718688210667e-05
ucn1_00_035_046_010,ucn1_00_035_046_010,0.00010731160192386816,-1.4316554754750766e-05,-6.260677562049143e-05,4.829022086574067e-05
ucn1_00_035_047_010,ucn1_00_035_047_010,0.00021583353848617936,-6.384533702120894e-07,-9.776354568899279e-05,9.71250923187807e-05
ucn1_00_035_048_010,ucn1_00_035_048_010,0.00022973201634599952,5.912080343037161e-05,-4.4258603925328165e-05,0.00010337940735569978
ucn1_00_035_049_010,ucn1_00_035_049_010,0.0002214601660011705,4.671866870696721e-05,-5.2938405993559505e-05,9.965707470052671e-05
ucn1_00_035_050_010,ucn1_00_035_050_010,0.0003175367280126812,-7.4182072737327665e-06,-0.0001503097348794393,0.00014289152760570654
ucn1_00_035_051_010,ucn1_00_035_051_010,0.00034109682033023564,9.011287251662481e-05,-6.338069663198122e-05,0.00015349356914860603
ucn1_00_036_016_010,ucn1_00_036_016_010,0.007952982488867893,0.0030773290402161795,-0.000501513079774372,0.0035788421199905514
ucn1_00_036_017_010,ucn1_00_036_017_010,0.002263826286668176,-0.0008189408741600501,-0.0018376627031607294,0.0010187218290006793
ucn1_00_036_018_010,ucn1_00_036_018_010,0.0016901341258404483,-0.0008711968362168791,-0.0016317571928450808,0.0007605603566282017
ucn1_00_036_019_010,ucn1_00_036_019_010,0.007023777686282534,0.0022957880250308676,-0.0008649119337962725,0.00316069995882714
ucn1_00_036_020_010,ucn1_00_036_020_010,0.00042527401619181737,0.00018977965456865362,-1.5936527176641985e-06,0.0001913733072863178
ucn1_00_036_021_010,ucn1_00_036_021_010,0.00019602326643757413,8.820344620071472e-05,-7.023696193643153e-09,8.821046989690835e-05
ucn1_00_036_022_010,ucn1_00_036_022_010,0.0002741586493263936,0.000123429558956569,5.816675969191206e-08,0.0001233713921968771
ucn1_00_036_023_010,ucn1_00_036_023_010,0.001316676114479431,0.000592532018106979,2.776659123519607e-08,0.0005925042515157439
ucn1_00_036_024_010,ucn1_00_036_024_010,0.001182718516508726,0.0005322113089582014,-1.2023470725226372e-08,0.0005322233324289266
ucn1_00_036_025_010,ucn1_00_036_025_010,0.0012230130986020339,0.0005503555712042265,-3.2316668876376965e-10,0.0005503558943709152
ucn1_00_036_026_010,ucn1_00_036_026_010,0.0013263260469365975,0.0005658506853433604,-3.099603577810839e-05,0.0005968467211214688
ucn1_00_036_027_010,ucn1_00_036_027_010,0.004585762393330618,0.0014461767571538502,-0.0006174163198449276,0.002063593076998778
ucn1_00_036_028_010,ucn1_00_036_028_010,0.003155085595503391,0.0013679384530684415,-5.1850064908084414e-05,0.0014197885179765258
ucn1_00_036_029_010,ucn1_00_036_029_010,0.006614306410840244,0.0015502762270103838,-0.001426161657867726,0.0029764378848781098
ucn1_00_036_030_010,ucn1_00_036_030_010,0.0008492407145444009,0.00015183824369542078,-0.0002303200778495596,0.0003821583215449804
ucn1_00_036_031_010,ucn1_00_036_031_010,0.005114479001260599,0.001239369000300912,-0.0010621465502663574,0.0023015155505672694
ucn1_00_036_032_010,ucn1_00_036_032_010,0.000884123895112915,-0.0004999968301675574,-0.0008978525829683691,0.0003978557528008117
ucn1_00_036_037_010,ucn1_00_036_037_010,7.79232238434037e-05,1.2082965314047505e-05,-2.2982485415484153e-05,3.506545072953166e-05
ucn1_00_036_038_010,ucn1_00_036_038_010,6.293823685179558e-05,2.8312609626766476e-05,-9.59695654153497e-09,2.832220658330801e-05
ucn1_00_036_039_010,ucn1_00_036_039_010,0.00010771524972226983,4.8479602109311955e-05,7.739734290533455e-09,4.847186237502142e-05
ucn1_00_036_040_010,ucn1_00_036_040_010,0.0006293150322452943,0.00028207201090848664,-1.1197536018957606e-06,0.00028319176451038243
ucn1_00_036_041_010,ucn1_00_036_041_010,0.00023008532064553594,9.653360821147179e-05,-7.004786079019373e-06,0.00010353839429049116
ucn1_00_036_042_010,ucn1_00_036_042_010,0.0001230406682712148,-1.6850069442786058e-05,-7.221837016483271e-05,5.536830072204665e-05
ucn1_00_036_043_010,ucn1_00_036_043_010,0.00027428958380274133,4.457076030199678e-05,-7.885955240923681e-05,0.0001234303127112336
ucn1_00_036_044_010,ucn1_00_036_044_010,0.00030465801908556675,2.5489493031917172e-05,-0.00011160661555658787,0.00013709610858850504
ucn1_00_036_045_010,ucn1_00_036_045_010,0.00029673381539091693,7.541782705448809e-06,-0.00012598843422046379,0.0001335302169259126
ucn1_00_036_046_010,ucn1_00_036_046_010,0.00025004958349224954,-2.85689870548166e-05,-0.00014109129962632888,0.00011252231257151228
ucn1_00_036_047_010,ucn1_00_036_047_010,0.00012416735819940328,-0.0002403397346491763,-0.00029621504583890777,5.587531118973147e-05
ucn1_00_036_048_010,ucn1_00_036_048_010,0.00018993827073731767,-0.00019504597569076603,-0.00028051819752255896,8.547222183179294e-05
ucn1_00_036_049_010,ucn1_00_036_049_010,0.0009432553955011547,8.861067914761763e-05,-0.00033585424882790193,0.00042446492797551955
ucn1_00_036_050_010,ucn1_00_036_050_010,0.0003440859179513678,5.095739483469458e-06,-0.00014974292359464604,0.0001548386630781155
ucn1_00_036_051_010,ucn1_00_036_051_010,0.00031506560370734226,-3.169825320434216e-05,-0.00017347777487264617,0.000141779521668304
ucn1_00_036_052_010,ucn1_00_036_052_010,0.0002140104067777319,-0.00034266539184433153,-0.00043897007489431087,9.630468304997935e-05
ucn1_00_037_017_010,ucn1_00_037_017_010,0.002215175133133405,-0.0006658953299405954,-0.0016627241398506276,0.0009968288099100322
ucn1_00_037_018_010,ucn1_00_037_018_010,0.0012615278712276193,-0.0007571881757323887,-0.0013248757177848174,0.0005676875420524286
ucn1_00_037_019_010,ucn1_00_037_019_010,0.004605241597834383,0.0011829607209017916,-0.0008893979981236807,0.0020723587190254722
ucn1_00_037_020_010,ucn1_00_037_020_010,0.0003103259991998017,0.0001070278098062124,-3.261888983369836e-05,0.00013964669963991076
ucn1_00_037_021_010,ucn1_00_037_021_010,0.0006950916054437699,0.0003127963580971524,5.13564745602855e-09,0.0003127912224496964
ucn1_00_037_022_010,ucn1_00_037_022_010,0.0013827025521232644,0.0006223793453306948,1.6319687522578367e-07,0.0006222161484554689
ucn1_00_037_023_010,ucn1_00_037_023_010,0.0013015676555651766,0.0005856942853232252,-1.1159681104186809e-08,0.0005857054450043295
ucn1_00_037_024_010,ucn1_00_037_024_010,0.001266689054682565,0.0005699647658949327,-4.5308712221408245e-08,0.0005700100746071541
ucn1_00_037_025_010,ucn1_00_037_025_010,0.0014054774899645364,0.0006324130674343077,-5.1803049733611023e-08,0.0006324648704840413
ucn1_00_037_026_010,ucn1_00_037_026_010,0.0014759502955842526,0.000664168595172513,-9.037840400669492e-09,0.0006641776330129136
