obsnme,obsnme,obsval,response,response_org,offset
ucn1_00_077_041_010,ucn1_00_077_041_010,0.0010366988670459925,-2.9898641507405672e-05,-0.0004964131316781023,0.0004665144901706966
ucn1_00_077_042_010,ucn1_00_077_042_010,0.001069684936982383,-1.2745156242269327e-05,-0.0004941033778843416,0.0004813582216420723
ucn1_00_077_043_010,ucn1_00_077_043_010,0.0008830556457452581,-0.00015663030658331873,-0.0005540053471686849,0.0003973750405853661
ucn1_00_077_044_010,ucn1_00_077_044_010,0.0018837101775363233,0.00020966973226628678,-0.0006379998476250587,0.0008476695798913455
ucn1_00_077_045_010,ucn1_00_077_045_010,0.001304596245606809,0.00010883205382925567,-0.00047823625669380835,0.000587068310523064
ucn1_00_077_046_010,ucn1_00_077_046_010,0.0011015217693060523,0.00010601981771907784,-0.0003896649784686457,0.0004956847961877235
ucn1_00_077_047_010,ucn1_00_077_047_010,0.0008909040155575922,0.00022245051889649537,-0.00017845628810442106,0.0004009068070009164
ucn1_00_077_048_010,ucn1_00_077_048_010,0.0005752071259526682,0.00013753057027213991,-0.00012131263640656074,0.00025884320667870066
ucn1_00_077_049_010,ucn1_00_077_049_010,0.00037382281487387996,-0.0002776859065849734,-0.0004459061732782194,0.00016822026669324598
ucn1_00_077_050_010,ucn1_00_077_050_010,0.00021262147170470725,-0.0005211905682623479,-0.0006168702305294662,9.567966226711825e-05
ucn1_00_078_013_010,ucn1_00_078_013_010,0.0002910073332563738,2.106037190396168e-05,-0.00010989292806140652,0.0001309532999653682
ucn1_00_078_014_010,ucn1_00_078_014_010,0.00193664774903132,0.00032749271119431457,-0.0005439987758697793,0.0008714914870640939
ucn1_00_078_015_010,ucn1_00_078_015_010,0.00022540089346603413,4.424961100414678e-06,-9.700544095930067e-05,0.00010143040205971535
ucn1_00_078_016_010,ucn1_00_078_016_010,0.0010883118330610707,-9.332921544127871e-05,-0.0005830695403187604,0.0004897403248774817
ucn1_00_078_017_010,ucn1_00_078_017_010,0.0006210184805299347,0.00014480195340507563,-0.00013465636283339495,0.0002794583162384706
ucn1_00_078_018_010,ucn1_00_078_018_010,0.0006157511697667238,0.000271849553185578,-5.238473209447693e-06,0.0002770880263950257
ucn1_00_078_023_010,ucn1_00_078_023_010,0.0006014484048577494,0.00022924018071719492,-4.141160146879231e-05,0.0002706517821859872
ucn1_00_078_024_010,ucn1_00_078_024_010,0.0005811832549666169,0.00024585056756378307,-1.568189717119452e-05,0.0002615324647349776
ucn1_00_078_025_010,ucn1_00_078_025_010,0.0006027063677102563,0.00024537539788748656,-2.5842467582128782e-05,0.00027121786546961533
ucn1_00_078_026_010,ucn1_00_078_026_010,0.0009364732918397963,0.0002936367044316477,-0.00012777627689626058,0.0004214129813279083
ucn1_00_078_027_010,ucn1_00_078_027_010,0.0008706701057355158,0.00026532594593329286,-0.0001264756016476892,0.0003918015475809821
ucn1_00_078_028_010,ucn1_00_078_028_010,0.0010743402251185141,0.0001620352683843383,-0.000321417832918993,0.0004834531013033313
ucn1_00_078_029_010,ucn1_00_078_029_010,0.0016506593886521485,0.00020536618153271552,-0.0005374305433607512,0.0007427967248934668
ucn1_00_078_030_010,ucn1_00_078_030_010,0.001001827841777334,-1.3922487928590469e-05,-0.0004647450167283908,0.0004508225287998003
ucn1_00_078_031_010,ucn1_00_078_031_010,0.003091446343282586,0.0005631761713219133,-0.0008279746831552502,0.0013911508544771636
ucn1_00_078_032_010,ucn1_00_078_032_010,0.0022567606487554816,5.895756064772833e-05,-0.0009565847312922384,0.0010155422919399667
ucn1_00_078_033_010,ucn1_00_078_033_010,0.0035724231150055853,-2.12393511497648e-05,-0.001628829752902278,0.0016075904017525133
ucn1_00_078_034_010,ucn1_00_078_034_010,0.0014141321319083267,-0.00041865645287661067,-0.0010550159122353576,0.000636359459358747
ucn1_00_078_035_010,ucn1_00_078_035_010,0.0002726385409253508,9.616061832525635e-05,-2.652672509115149e-05,0.00012268734341640785
ucn1_00_078_036_010,ucn1_00_078_036_010,0.0013131410202013405,-0.0009341433598309922,-0.0015250568189215954,0.0005909134590906032
ucn1_00_078_037_010,ucn1_00_078_037_010,0.0004918697374360463,-0.0009517525858756639,-0.0011730939677218847,0.0002213413818462208
ucn1_00_078_038_010,ucn1_00_078_038_010,0.0007707788099664726,-0.00037211951880340287,-0.0007189699832883155,0.00034685046448491266
ucn1_00_078_039_010,ucn1_00_078_039_010,0.004588087052543357,0.0014118321916509985,-0.0006528069819935117,0.0020646391736445103
ucn1_00_078_040_010,ucn1_00_078_040_010,0.0016997989311220874,0.00010365172054004285,-0.0006612577984648964,0.0007649095190049392
ucn1_00_078_041_010,ucn1_00_078_041_010,0.002421595741180177,0.00048166913329175903,-0.0006080489502393205,0.0010897180835310796
ucn1_00_078_042_010,ucn1_00_078_042_010,0.0026693850788495673,0.0005429247174257953,-0.0006582985680565098,0.001201223285482305
ucn1_00_078_043_010,ucn1_00_078_043_010,0.0021980179873490897,0.00023844353163517682,-0.0007506645626719134,0.0009891080943070902
ucn1_00_078_044_010,ucn1_00_078_044_010,0.0021615469279790576,0.00030912801565710917,-0.0006635681019334667,0.0009726961175905758
ucn1_00_078_045_010,ucn1_00_078_045_010,0.001498964515743032,0.00020032817280642254,-0.0004742058592779418,0.0006745340320843643
ucn1_00_078_046_010,ucn1_00_078_046_010,0.0011085934912560044,0.00010725535942768532,-0.00039161171163751664,0.000498867071065202
ucn1_00_078_047_010,ucn1_00_078_047_010,0.0007797321451374057,9.564100363548871e-05,-0.00025523846167634383,0.00035087946531183253
ucn1_00_078_048_010,ucn1_00_078_048_010,0.0002981603370704951,7.467606452729186e-05,-5.949608715443093e-05,0.0001341721516817228
ucn1_00_078_049_010,ucn1_00_078_049_010,0.0003194934215676594,-0.00018270741059749944,-0.00032647945030294615,0.0001437720397054467
ucn1_00_078_050_010,ucn1_00_078_050_010,0.0003108293158428873,-0.00027754568651740616,-0.00041741887864670544,0.00013987319212929928
ucn1_00_079_015_010,ucn1_00_079_015_010,0.0004119044088293908,-0.0004058257243665646,-0.0005911827083397905,0.00018535698397322583
ucn1_00_079_016_010,ucn1_00_079_016_010,0.0008036703854481624,0.00026511898256593026,-9.653269088574274e-05,0.000361651673451673
ucn1_00_079_017_010,ucn1_00_079_017_010,0.0005540198797925328,0.00020009003978336073,-4.921890612327897e-05,0.0002493089459066397
ucn1_00_079_023_010,ucn1_00_079_023_010,0.0007373304085821185,0.00013594601912250004,-0.00019585266473945326,0.0003317986838619533
ucn1_00_079_024_010,ucn1_00_079_024_010,0.0006979137006556031,0.00021731975098401502,-9.674141431100633e-05,0.00031406116529502135
ucn1_00_079_025_010,ucn1_00_079_025_010,0.0006308148452279224,0.000276436708137139,-7.429972215426017e-06,0.00028386668035256505
ucn1_00_079_026_010,ucn1_00_079_026_010,0.0006399488909495946,0.00028737442338230937,-6.025775450081512e-07,0.00028797700092731755
ucn1_00_079_027_010,ucn1_00_079_027_010,0.00027140629826029143,0.0001220499991663224,-8.283505080873885e-08,0.00012213283421713114
ucn1_00_079_028_010,ucn1_00_079_028_010,0.00016184746929100822,7.272255342192511e-05,-1.0880775902858518e-07,7.28313611809537e-05
ucn1_00_079_029_010,ucn1_00_079_029_010,0.0006323985377910688,0.00024381185561487282,-4.0767486391108086e-05,0.0002845793420059809
ucn1_00_079_030_010,ucn1_00_079_030_010,0.001323425143420425,4.876219042500415e-05,-0.0005467791241141871,0.0005955413145391912
ucn1_00_079_031_010,ucn1_00_079_031_010,0.00103211832605709,-0.0004167470725035504,-0.0008812003192292409,0.0004644532467256905
ucn1_00_079_032_010,ucn1_00_079_032_010,0.0029436258662140532,0.0003824516767112981,-0.0009421799630850256,0.0013246316397963237
ucn1_00_079_033_010,ucn1_00_079_033_010,0.0025062091880387635,-0.00011105053607686401,-0.0012388446706943074,0.0011277941346174434
ucn1_00_079_034_010,ucn1_00_079_034_010,0.0013116849719597323,2.3015623934367858e-05,-0.0005672426134475117,0.0005902582373818795
ucn1_00_079_035_010,ucn1_00_079_035_010,0.00027762453455871107,-2.239986101542328e-05,-0.00014733090156684325,0.00012493104055141997
ucn1_00_079_036_010,ucn1_00_079_036_010,0.0008488455901868423,-0.0008381460192048924,-0.0012201265347889713,0.000381980515584079
ucn1_00_079_037_010,ucn1_00_079_037_010,0.0011550038702271865,-0.0008894211782218086,-0.0014091729198240424,0.0005197517416022339
ucn1_00_079_038_010,ucn1_00_079_038_010,0.0011029031699961818,-0.0006883176092461326,-0.0011846240357444144,0.0004963064264982817
ucn1_00_079_039_010,ucn1_00_079_039_010,0.006996646031177839,0.002041676492253175,-0.0011068142217768525,0.0031484907140300273
ucn1_00_079_040_010,ucn1_00_079_040_010,0.0021159762823783424,0.0005257217381399589,-0.00042646758893029503,0.000952189327070254
ucn1_00_079_041_010,ucn1_00_079_041_010,0.002513994277543275,0.0008691832077702328,-0.00026211421712424076,0.0011312974248944736
ucn1_00_079_042_010,ucn1_00_079_042_010,0.00212379014687158,0.0007177167828222668,-0.00023798878326994414,0.0009557055660922109
ucn1_00_079_043_010,ucn1_00_079_043_010,0.002414628773664826,0.0006141673783103664,-0.00047241556983880517,0.0010865829481491716
ucn1_00_079_044_010,ucn1_00_079_044_010,0.0015518407764982464,0.00029019623167524377,-0.00040813211774896706,0.0006983283494242108
ucn1_00_079_045_010,ucn1_00_079_045_010,0.0010942204553472334,0.00013983712556925787,-0.0003525620793369971,0.000492399204906255
ucn1_00_079_046_010,ucn1_00_079_046_010,0.0010920865563672712,0.0002795361295985562,-0.00021190282076671577,0.000491438950365272
ucn1_00_079_047_010,ucn1_00_079_047_010,0.0009143625428839987,0.00016723050817573357,-0.00024423263612206576,0.00041146314429779934
ucn1_00_079_048_010,ucn1_00_079_048_010,0.000538257411269405,0.00011984634211087135,-0.0001223694929603609,0.00024221583507123224
ucn1_00_079_049_010,ucn1_00_079_049_010,0.00031094762973867814,-0.00022628729074719022,-0.00036621372412959537,0.00013992643338240515
ucn1_00_079_050_010,ucn1_00_079_050_010,0.00027791908162797105,-0.00020612494795053173,-0.0003311885346831187,0.00012506358673258696
ucn1_00_080_016_010,ucn1_00_080_016_010,0.00016803100619725394,7.550486573577478e-05,-1.0908705298949157e-07,7.561395278876426e-05
ucn1_00_080_022_010,ucn1_00_080_022_010,0.0007743661452617501,0.0001657455626528281,-0.00018271920271495937,0.0003484647653677875
ucn1_00_080_023_010,ucn1_00_080_023_010,0.0008824993698473143,2.7268811211598218e-05,-0.00036985590521969314,0.00039712471643129136
ucn1_00_080_024_010,ucn1_00_080_024_010,0.0008135523795102372,0.00014804694025939198,-0.00021805163052021474,0.0003660985707796067
ucn1_00_080_025_010,ucn1_00_080_025_010,0.0005810551651978563,0.00024356819179086815,-1.790663254816718e-05,0.00026147482433903533
ucn1_00_080_026_010,ucn1_00_080_026_010,0.00036738496326908164,0.00016400855925410425,-1.3146742169824637e-06,0.00016532323347108672
ucn1_00_080_027_010,ucn1_00_080_027_010,0.00015832771135587567,7.108426067480375e-05,-1.6320943534028927e-07,7.124747011014404e-05
ucn1_00_080_028_010,ucn1_00_080_028_010,0.00011732728180127316,5.2725060339468266e-05,-7.221647110465333e-08,5.279727681057292e-05
ucn1_00_080_029_010,ucn1_00_080_029_010,0.0003968854235609672,0.00016979983189123175,-8.798608711203466e-06,0.00017859844060243523
ucn1_00_080_030_010,ucn1_00_080_030_010,0.0006654054417849057,0.00021829942732868733,-8.113302147452025e-05,0.00029943244880320757
ucn1_00_080_031_010,ucn1_00_080_031_010,0.0008910013146402801,-0.00022728060812092206,-0.0006282311997090481,0.000400950591588126
ucn1_00_080_032_010,ucn1_00_080_032_010,0.0014123494657688259,-0.00030767530763345775,-0.0009432325672294293,0.0006355572595959716
ucn1_00_080_033_010,ucn1_00_080_033_010,0.0009755757623902008,-0.000482446761030936,-0.0009214558541065263,0.00043900909307559034
ucn1_00_080_034_010,ucn1_00_080_034_010,0.003682668464584225,0.001131352717210683,-0.0005258480918522181,0.001657200809062901
ucn1_00_080_036_010,ucn1_00_080_036_010,0.0002865331862003442,9.88773840230397e-05,-3.0062549767115192e-05,0.00012893993379015488
ucn1_00_080_037_010,ucn1_00_080_037_010,0.0005272105116104201,-0.0004336651817781088,-0.0006709099120027978,0.00023724473022468902
ucn1_00_080_038_010,ucn1_00_080_038_010,0.0007967643999060903,-0.0008010128451057846,-0.0011595568250635253,0.00035854397995774056
ucn1_00_080_039_010,ucn1_00_080_039_010,0.004078212054980415,0.001456354637328057,-0.00037884078741312935,0.0018351954247411864
ucn1_00_080_040_010,ucn1_00_080_040_010,0.0027000872984718565,0.0007973218633912112,-0.0004177174209211242,0.0012150392843123354
ucn1_00_080_041_010,ucn1_00_080_041_010,0.0014144655754766069,0.00039760645609040584,-0.0002389030528740672,0.000636509508964473
ucn1_00_080_042_010,ucn1_00_080_042_010,0.0007517182436310855,0.00016179174991032703,-0.0001764814597236614,0.00033827320963398844
ucn1_00_080_043_010,ucn1_00_080_043_010,0.0016559543066072327,0.0005571018840458755,-0.0001880775539273791,0.0007451794379732547
ucn1_00_080_044_010,ucn1_00_080_044_010,0.0010318108129576077,0.00022244052226692048,-0.00024187434356400293,0.0004643148658309234
ucn1_00_080_045_010,ucn1_00_080_045_010,0.001063674918402959,0.0002164976558670241,-0.0002621560574143074,0.0004786537132813315
ucn1_00_080_046_010,ucn1_00_080_046_010,0.0008505715936757079,0.00021618498415620338,-0.00016657223299786517,0.00038275721715406855
ucn1_00_080_047_010,ucn1_00_080_047_010,0.0006874209596667608,-8.067645053210849e-05,-0.0003900158823821508,0.0003093394318500423
ucn1_00_080_048_010,ucn1_00_080_048_010,0.0006029252120124385,0.00010371167132690993,-0.00016760467407868734,0.00027131634540559726
ucn1_00_080_049_010,ucn1_00_080_049_010,0.00032400761456261,-0.00037203284371458973,-0.0005178362702677643,0.0001458034265531745
ucn1_00_080_050_010,ucn1_00_080_050_010,0.00032334064507119625,-0.00036171924153022587,-0.0005072225318122641,0.0001455032902820383
ucn1_00_081_022_010,ucn1_00_081_022_010,0.0006605733876999591,0.0001669708384762774,-0.00013028718598870413,0.00029725802446498153
ucn1_00_081_023_010,ucn1_00_081_023_010,0.0006498139257731872,0.0001246316772971089,-0.0001677845893008253,0.0002924162665979342
ucn1_00_081_024_010,ucn1_00_081_024_010,0.0008408945967332205,8.351985342493776e-05,-0.0002948827151050114,0.00037840256852994915
ucn1_00_081_025_010,ucn1_00_081_025_010,0.0004051066072646015,0.00015437350475583378,-2.792446851323688e-05,0.00018229797326907066
ucn1_00_081_026_010,ucn1_00_081_026_010,0.0002884768777595643,0.0001274692881345903,-2.3453068572136264e-06,0.00012981459499180394
ucn1_00_081_027_010,ucn1_00_081_027_010,0.00014712857341659077,6.584448816820644e-05,-3.633698692594004e-07,6.620785803746584e-05
ucn1_00_081_028_010,ucn1_00_081_028_010,0.00012162376872344964,5.4708782624744476e-05,-2.1913300807854135e-08,5.473069592555233e-05
ucn1_00_081_029_010,ucn1_00_081_029_010,0.0007247621806843465,0.0002405326816399209,-8.561029966803498e-05,0.00032614298130795587
ucn1_00_081_030_010,ucn1_00_081_030_010,0.0008125731052380367,0.0002806129479042874,-8.504494945282906e-05,0.0003656578973571165
ucn1_00_081_031_010,ucn1_00_081_031_010,0.0009725766910249149,0.0003508553054540072,-8.680420550720448e-05,0.0004376595109612117
ucn1_00_081_032_010,ucn1_00_081_032_010,0.0025313177257717074,0.0007565354310787268,-0.0003825575455185416,0.0011390929765972683
ucn1_00_081_033_010,ucn1_00_081_033_010,0.0036218042761268885,0.0003781779342264854,-0.0012516339900306142,0.0016298119242570996
ucn1_00_081_034_010,ucn1_00_081_034_010,0.0014572880670569042,0.00014675763483349856,-0.0005090219953421083,0.0006557796301756069
ucn1_00_081_036_010,ucn1_00_081_036_010,0.00017938292137906767,-0.0005143437605781444,-0.0005950660751987248,8.072231462058045e-05
ucn1_00_081_037_010,ucn1_00_081_037_010,0.0006689822007265204,-0.0004872934244131802,-0.0007883354147401144,0.00030104199032693417
ucn1_00_081_038_010,ucn1_00_081_038_010,0.0009433741812778793,-0.0009763493970369893,-0.001400867778612035,0.0004245183815750456
ucn1_00_081_039_010,ucn1_00_081_039_010,0.0016012882484943965,0.00029203301027809167,-0.00042854670154438663,0.0007205797118224783
ucn1_00_081_040_010,ucn1_00_081_040_010,0.0016893462755975964,0.0003862975547589194,-0.00037390826925999895,0.0007602058240189183
ucn1_00_081_041_010,ucn1_00_081_041_010,0.0008096309372190557,0.00015781090285445245,-0.00020652301889412258,0.00036433392174857503
ucn1_00_081_042_010,ucn1_00_081_042_010,0.0008821479951878639,0.00021216964062861505,-0.00018479695720592367,0.0003969665978345387
ucn1_00_081_043_010,ucn1_00_081_043_010,0.0010145295263795182,0.00023199483903836333,-0.0002245434478324198,0.00045653828687078314
ucn1_00_081_044_010,ucn1_00_081_044_010,0.0008253418181398747,0.00015113808265922461,-0.00022026573550371894,0.00037140381816294356
ucn1_00_081_045_010,ucn1_00_081_045_010,0.0014838807859229002,0.00044319028799985453,-0.00022455606566545048,0.000667746353665305
ucn1_00_081_046_010,ucn1_00_081_046_010,0.0027535747740936173,0.0009569991098447674,-0.0002821095384973602,0.0012391086483421276
ucn1_00_081_047_010,ucn1_00_081_047_010,0.0005827426146566595,-8.577292753230543e-05,-0.00034800710412780214,0.0002622341765954967
ucn1_00_081_048_010,ucn1_00_081_048_010,0.0004884604464361752,5.9196984055759344e-05,-0.00016061021684051947,0.0002198072008962788
ucn1_00_081_049_010,ucn1_00_081_049_010,0.0003429938928268144,-0.00037442134875376274,-0.0005287686005258292,0.00015434725177206648
ucn1_00_081_050_010,ucn1_00_081_050_010,0.0003031338027474008,-0.00043503308506571487,-0.0005714432963020452,0.00013641021123633035
ucn1_00_081_051_010,ucn1_00_081_051_010,0.00040387063127705864,-0.00026963191884879967,-0.000451373702923476,0.00018174178407467638
ucn1_00_082_021_010,ucn1_00_082_021_010,0.000491714095779094,0.00017676868372312277,-4.4502659377469545e-05,0.0002212713431005923
ucn1_00_082_022_010,ucn1_00_082_022_010,0.0003462640223671128,0.00014664216401332356,-9.176646051877175e-06,0.00015581881006520074
ucn1_00_082_027_010,ucn1_00_082_027_010,0.0004024490170078755,0.000181176668697924,7.461104438003907e-08,0.00018110205765354396
ucn1_00_082_028_010,ucn1_00_082_028_010,0.0002665811707511604,0.00011969437982743148,-2.671470105906886e-07,0.00011996152683802217
ucn1_00_082_029_010,ucn1_00_082_029_010,0.00014003258127426974,6.293648086953546e-05,-7.818070388591499e-08,6.301466157342137e-05
ucn1_00_082_030_010,ucn1_00_082_030_010,0.00016340946299996272,7.341911973594534e-05,-1.1513861403786757e-07,7.353425834998322e-05
ucn1_00_082_031_010,ucn1_00_082_031_010,0.00023380729572330453,0.00010521979055255992,6.507477072896307e-09,0.00010521328307548703
ucn1_00_082_032_010,ucn1_00_082_032_010,0.0003307700557728335,0.00014848709582168066,-3.5942927609440786e-07,0.00014884652509777505
ucn1_00_082_033_010,ucn1_00_082_033_010,0.001529090119766616,0.0005412211441318973,-0.00014686940976307974,0.0006880905538949771
ucn1_00_082_034_010,ucn1_00_082_034_010,0.001912330025798979,0.00018363641943348365,-0.0006769120921760568,0.0008605485116095405
ucn1_00_082_035_010,ucn1_00_082_035_010,0.0014209585128155437,0.0005009023050028211,-0.00013852902576417348,0.0006394313307669946
ucn1_00_082_036_010,ucn1_00_082_036_010,0.0007441257534103982,0.0002750777527897138,-5.977883624496532e-05,0.0003348565890346791
ucn1_00_082_037_010,ucn1_00_082_037_010,0.0002283854946097772,7.807674999273861e-05,-2.4696722581661123e-05,0.00010277347257439974
ucn1_00_082_038_010,ucn1_00_082_038_010,0.0008453733333744668,-0.0004320356332296022,-0.0008124536332481122,0.00038041800001851003
ucn1_00_082_039_010,ucn1_00_082_039_010,0.001361508765013177,0.00025965706340191056,-0.00035302188085401903,0.0006126789442559296
ucn1_00_082_040_010,ucn1_00_082_040_010,0.0017221617354192026,0.00040437462604007876,-0.0003705981548985623,0.0007749727809386411
ucn1_00_082_041_010,ucn1_00_082_041_010,0.001418660867721091,0.00041695137088565334,-0.00022144601958883748,0.0006383973904744908
ucn1_00_082_042_010,ucn1_00_082_042_010,0.001392582505384127,0.00039880599778274175,-0.0002278561296401153,0.000626662127422857
ucn1_00_082_043_010,ucn1_00_082_043_010,0.0013587579568342231,0.0003084243745137612,-0.0003030167060616391,0.0006114410805754003
ucn1_00_082_044_010,ucn1_00_082_044_010,0.0011303859781872866,0.0003165639704503322,-0.00019210971973394674,0.0005086736901842789
ucn1_00_082_045_010,ucn1_00_082_045_010,0.001024067020643892,0.00011109854818392557,-0.0003497316111058258,0.0004608301592897514
ucn1_00_082_046_010,ucn1_00_082_046_010,0.0009438939793639324,0.00013621300389033938,-0.00028853928682343017,0.00042475229071376955
ucn1_00_082_047_010,ucn1_00_082_047_010,0.00044834805375428113,-0.00011075250180392509,-0.0003125091259933516,0.0002017566241894265
ucn1_00_082_048_010,ucn1_00_082_048_010,0.0004926594228012231,6.248338102669566e-05,-0.0001592133592338547,0.00022169674026055035
ucn1_00_082_049_010,ucn1_00_082_049_010,0.0005609802243416967,-0.00019899185574690057,-0.00045143295670066404,0.0002524411009537635
ucn1_00_082_050_010,ucn1_00_082_050_010,0.0004100484701308724,-0.0002842299418151637,-0.0004687517533740563,0.00018452181155889256
ucn1_00_082_051_010,ucn1_00_082_051_010,0.00028748664496910286,-0.0003984526106915221,-0.0005278216009276184,0.00012936899023609629
ucn1_00_082_052_010,ucn1_00_082_052_010,0.00016317531160259596,-0.0007338702920774151,-0.0008072991822985833,7.342889022116817e-05
ucn1_00_083_028_010,ucn1_00_083_028_010,0.0005862084093883638,0.00026372137966963895,-7.24045551246976e-08,0.00026379378422476365
ucn1_00_083_029_010,ucn1_00_083_029_010,0.00015439352107227583,6.945117981685796e-05,-2.5904665666145582e-08,6.947708448252411e-05
ucn1_00_083_030_010,ucn1_00_083_030_010,9.300304177391536e-05,4.1853744297743075e-05,2.3754994811733496e-09,4.1851368798261904e-05
ucn1_00_083_031_010,ucn1_00_083_031_010,0.0001268824823727283,5.710948316503175e-05,1.2366097304020686e-08,5.709711706772773e-05
ucn1_00_083_032_010,ucn1_00_083_032_010,0.00016718696369984946,7.52291600283437e-05,-4.973636588540901e-09,7.523413366493225e-05
ucn1_00_083_033_010,ucn1_00_083_033_010,0.0010651925005973825,0.000479466024974465,1.2939970564289443e-07,0.0004793366252688221
ucn1_00_083_034_010,ucn1_00_083_034_010,0.003193075613043466,0.0014321488758507394,-4.7351500188202055e-06,0.0014368840258695596
ucn1_00_083_035_010,ucn1_00_083_035_010,0.0002594742499104819,4.384650907036906e-05,-7.291690338934779e-05,0.00011676341245971685
ucn1_00_083_036_010,ucn1_00_083_036_010,0.0008412479113561703,0.00021829851071868272,-0.00016026304939159388,0.0003785615601102766
ucn1_00_083_037_010,ucn1_00_083_037_010,0.0002802648244075109,9.660720304849489e-05,-2.9511967934885017e-05,0.0001261191709833799
ucn1_00_083_038_010,ucn1_00_083_038_010,0.0010428126904747348,-0.0009165086610991033,-0.001385774371812734,0.00046926571071363065
ucn1_00_083_039_010,ucn1_00_083_039_010,0.0009624519501635418,0.00022975005231732926,-0.0002033533252562645,0.00043310337757359376
ucn1_00_083_040_010,ucn1_00_083_040_010,0.001799280937302892,0.0005803300202293311,-0.00022934640155697022,0.0008096764217863014
ucn1_00_083_041_010,ucn1_00_083_041_010,0.0016601645543750892,0.0005373991359202461,-0.00020967491354854394,0.0007470740494687901
ucn1_00_083_042_010,ucn1_00_083_042_010,0.0018805031175180406,0.0005714047655866025,-0.0002748216372965156,0.0008462264028831182
ucn1_00_083_043_010,ucn1_00_083_043_010,0.0014449491040778252,0.0004152641997470228,-0.00023496289708799852,0.0006502270968350213
ucn1_00_083_044_010,ucn1_00_083_044_010,0.0009970026153669758,0.00015435161589659962,-0.00029429956101853944,0.00044865117691513906
ucn1_00_083_045_010,ucn1_00_083_045_010,0.000860197735171046,8.75879960063788e-05,-0.0002995009848205919,0.0003870889808269707
ucn1_00_083_046_010,ucn1_00_083_046_010,0.0006006849579136527,0.00014034579670864895,-0.0001299624343524947,0.00027030823106114366
ucn1_00_083_047_010,ucn1_00_083_047_010,0.0007141127193808106,8.263270360309166e-05,-0.00023871802011827306,0.0003213507237213647
ucn1_00_083_048_010,ucn1_00_083_048_010,0.0010841577136959358,7.485923525391139e-05,-0.00041301173590925966,0.00048787097116317104
ucn1_00_083_049_010,ucn1_00_083_049_010,0.001327945382536035,0.00031017935480478993,-0.00028739606733642575,0.0005975754221412157
ucn1_00_083_050_010,ucn1_00_083_050_010,0.0006616140296965986,1.5510320654422928e-05,-0.0002822159927090464,0.00029772631336346934
ucn1_00_083_051_010,ucn1_00_083_051_010,0.0007659023462264526,0.00023529820664710649,-0.0001093578491547972,0.00034465605580190367
ucn1_00_083_052_010,ucn1_00_083_052_010,0.0005963129077463039,0.00020471410672423117,-6.362670176160554e-05,0.0002683408084858367
ucn1_00_084_028_010,ucn1_00_084_028_010,0.0007962807113529352,0.0003581159868894868,-2.1033321933399894e-07,0.0003583263201088208
ucn1_00_084_029_010,ucn1_00_084_029_010,0.0007885921656264516,0.00035482666390950857,-3.9810622394617056e-08,0.0003548664745319032
ucn1_00_084_030_010,ucn1_00_084_030_010,0.00063396366237433,0.00026506615481024134,-2.0217493258207123e-05,0.00028528364806844846
ucn1_00_084_031_010,ucn1_00_084_031_010,0.0003978423429605098,0.00017605404871242692,-2.975005619802469e-06,0.0001790290543322294
ucn1_00_084_032_010,ucn1_00_084_032_010,0.0013307444662405414,0.0005984306867984015,-4.0432300984204077e-07,0.0005988350098082436
ucn1_00_084_033_010,ucn1_00_084_033_010,0.004520423886691384,0.0020343254107216767,1.346617105539877e-07,0.0020341907490111226
ucn1_00_084_034_010,ucn1_00_084_034_010,0.0005497161839977683,1.2117164719761722e-05,-0.00023525511807923397,0.0002473722827989957
ucn1_00_084_035_010,ucn1_00_084_035_010,0.00033601946418245263,-0.0007255064616678027,-0.0008767152205499064,0.00015120875888210368
ucn1_00_084_036_010,ucn1_00_084_036_010,0.0005761613308280232,-0.0002863825073518275,-0.0005456551062244379,0.0002592725988726104
ucn1_00_084_037_010,ucn1_00_084_037_010,0.0002680056214961457,-0.00021894338324783433,-0.0003395459129210999,0.00012060252967326556
ucn1_00_084_038_010,ucn1_00_084_038_010,0.0015186983407782025,-0.0010658298106243093,-0.0017492440639745005,0.000683414253350191
ucn1_00_084_039_010,ucn1_00_084_039_010,0.004306477616925547,0.0013294170331907996,-0.0006084978944256962,0.0019379149276164958
ucn1_00_084_040_010,ucn1_00_084_040_010,0.0014512139737240886,0.0005503286108215615,-0.00010271767735427822,0.0006530462881758398
ucn1_00_084_041_010,ucn1_00_084_041_010,0.0016541946002916663,0.0005512562004995686,-0.0001931313696316811,0.0007443875701312497
ucn1_00_084_042_010,ucn1_00_084_042_010,0.0017962450160464761,0.00044114293446104766,-0.0003671673227598665,0.0008083102572209142
ucn1_00_084_043_010,ucn1_00_084_043_010,0.0016752200985462244,0.00046662436157308116,-0.00028722468277271975,0.0007538490443458009
ucn1_00_084_044_010,ucn1_00_084_044_010,0.0008036088965663045,7.487844887895626e-05,-0.00028674555457588075,0.000361624003454837
ucn1_00_084_045_010,ucn1_00_084_045_010,0.0011999866160894751,0.00031221145477691525,-0.0002277825224633485,0.0005399939772402638
ucn1_00_084_046_010,ucn1_00_084_046_010,0.0010299723434869408,0.00017852888112119793,-0.0002849586734479254,0.0004634875545691233
ucn1_00_084_047_010,ucn1_00_084_047_010,0.0010864936777803314,0.0001240613699320033,-0.0003648607850691458,0.0004889221550011491
