obsnme,obsval
ucn1_00_044_018_010,0.0021612764812919062
ucn1_00_044_019_010,0.0008412117722076086
ucn1_00_044_020_010,0.001100081426146308
ucn1_00_044_021_010,0.0007503913437758326
ucn1_00_044_022_010,0.0013775733250244821
ucn1_00_044_023_010,0.0022945543002425637
ucn1_00_044_024_010,0.002223249949573803
ucn1_00_044_025_010,0.004557447558751501
ucn1_00_044_026_010,0.00644012795876935
ucn1_00_044_027_010,0.002854642381473532
ucn1_00_044_028_010,0.002290488636757682
ucn1_00_044_029_010,0.001011473536862489
ucn1_00_044_030_010,0.0007107285259737925
ucn1_00_044_031_010,0.0018780246840611346
ucn1_00_044_032_010,0.0012310834021535628
ucn1_00_044_033_010,0.0015291198483295793
ucn1_00_044_034_010,0.00038826749253036786
ucn1_00_044_035_010,0.0011750956519616122
ucn1_00_044_036_010,0.000583038715883204
ucn1_00_045_017_010,0.000708735151390992
ucn1_00_045_018_010,0.0019558033548230263
ucn1_00_045_019_010,0.0009695970499551496
ucn1_00_045_020_010,0.0007855886287492453
ucn1_00_045_021_010,0.0008910253495830424
ucn1_00_045_022_010,0.0006602103182302407
ucn1_00_045_023_010,0.0004792222332160012
ucn1_00_045_024_010,0.0006357992904139146
ucn1_00_045_025_010,0.001981663229235561
ucn1_00_045_026_010,0.0013003649598820272
ucn1_00_045_027_010,0.0009568204508412095
ucn1_00_045_028_010,0.0022369810703295996
ucn1_00_045_029_010,0.0017969569382874425
ucn1_00_045_030_010,0.0003202453053898758
ucn1_00_045_031_010,0.0004494335567424882
ucn1_00_045_032_010,0.0004907459820398567
ucn1_00_045_033_010,0.001179498192677014
ucn1_00_045_034_010,0.000500435861594003
ucn1_00_045_035_010,0.0016933888157520624
ucn1_00_045_036_010,0.0006454588742222564
ucn1_00_046_018_010,0.0005986052914872418
ucn1_00_046_019_010,0.001394793466283423
ucn1_00_046_020_010,0.0011603209073120244
ucn1_00_046_021_010,0.0018909553443849688
ucn1_00_046_022_010,0.0006934201782412171
ucn1_00_046_023_010,0.000724657612741783
ucn1_00_046_024_010,0.0006210205742790965
ucn1_00_046_025_010,0.0006336187971289566
ucn1_00_046_026_010,0.002019506196820628
ucn1_00_046_027_010,0.000435603619938599
ucn1_00_046_028_010,0.00044861983065659064
ucn1_00_046_029_010,0.0006818331354951726
ucn1_00_046_030_010,0.0004062530936567373
ucn1_00_046_031_010,0.00045267195104211597
ucn1_00_046_032_010,0.0005372626318150833
ucn1_00_046_033_010,0.0009101632998338473
ucn1_00_046_034_010,0.0008658227394104218
ucn1_00_046_035_010,0.000739734896036517
ucn1_00_046_036_010,0.00026510204327798436
ucn1_00_046_037_010,0.00028542014259873776
ucn1_00_047_018_010,0.0006635371626294681
ucn1_00_047_019_010,0.0016208524203902507
ucn1_00_047_020_010,0.0006670646183609813
ucn1_00_047_021_010,0.0008729064700098217
ucn1_00_047_022_010,0.0008653082918048269
ucn1_00_047_023_010,0.0006552661738525087
ucn1_00_047_024_010,0.0006033812691851959
ucn1_00_047_025_010,0.0006184170938016189
ucn1_00_047_026_010,0.002195860254518574
ucn1_00_047_027_010,0.0018650701998945425
ucn1_00_047_028_010,0.002041582353485244
ucn1_00_047_029_010,0.0028512870241207975
ucn1_00_047_030_010,0.0007152688838546229
ucn1_00_047_031_010,0.0005444979786284863
ucn1_00_047_032_010,0.0010714359395337123
ucn1_00_047_033_010,0.0006109627167739701
ucn1_00_047_034_010,0.0007656832895805405
ucn1_00_047_035_010,0.0004160558449350993
ucn1_00_047_036_010,0.00026437133327581423
ucn1_00_047_037_010,0.0002555308102303443
ucn1_00_048_018_010,0.0037628328646639405
ucn1_00_048_019_010,0.0010590873710774158
ucn1_00_048_020_010,0.0006401911347612252
ucn1_00_048_021_010,0.0006259549065958353
ucn1_00_048_022_010,0.0009760271634669331
ucn1_00_048_023_010,0.0011467637563468199
ucn1_00_048_024_010,0.0005665738010453966
ucn1_00_048_025_010,0.0008742212545677304
ucn1_00_048_026_010,0.001181143765752613
ucn1_00_048_027_010,0.0005933983332424961
ucn1_00_048_028_010,0.0005781868766466199
ucn1_00_048_029_010,0.003865559591302538
ucn1_00_048_030_010,0.0017648301608542958
ucn1_00_048_031_010,0.0004014399844808444
ucn1_00_048_032_010,0.0005213385866971208
ucn1_00_048_033_010,0.000312836924014929
ucn1_00_048_034_010,0.0003321283384009167
ucn1_00_048_035_010,0.0004819481148071054
ucn1_00_048_036_010,0.0010701667910250471
ucn1_00_048_037_010,0.0004929002584475339
ucn1_00_049_018_010,0.0022688275576702006
ucn1_00_049_019_010,0.0011872323414063813
ucn1_00_049_020_010,0.0009199139139123269
ucn1_00_049_021_010,0.0008598171509081186
ucn1_00_049_022_010,0.0008725895437721529
ucn1_00_049_023_010,0.0008199724331826603
ucn1_00_049_024_010,0.0006048651793976863
ucn1_00_049_025_010,0.0009607488310750488
ucn1_00_049_026_010,0.0024302110122963686
ucn1_00_049_027_010,0.0006783285092141194
ucn1_00_049_028_010,0.0006051634300741416
ucn1_00_049_029_010,0.001800784475073153
ucn1_00_049_030_010,0.0018841475551330785
ucn1_00_049_031_010,0.0004930478764811777
ucn1_00_049_032_010,0.00031260086332395953
ucn1_00_049_033_010,0.00034125045066039407
ucn1_00_049_034_010,0.0005467004849165045
ucn1_00_049_035_010,0.0007689203786549977
ucn1_00_049_036_010,0.0006299011692442206
ucn1_00_049_037_010,0.00029481726816222155
ucn1_00_050_017_010,0.0006979378218677283
ucn1_00_050_018_010,0.0007338752227600957
ucn1_00_050_019_010,0.0012845982467184806
ucn1_00_050_020_010,0.001663427462450354
ucn1_00_050_021_010,0.002351817618709014
ucn1_00_050_022_010,0.0008962771988129105
ucn1_00_050_023_010,0.0008516404608659637
ucn1_00_050_024_010,0.0007086271097764842
ucn1_00_050_025_010,0.0006861128360221505
ucn1_00_050_026_010,0.0010311627826218907
ucn1_00_050_027_010,0.0007411225961371561
ucn1_00_050_028_010,0.0011372345460808158
ucn1_00_050_029_010,0.001351410013631844
ucn1_00_050_030_010,0.0022636392136958687
ucn1_00_050_031_010,0.0016976943888492582
ucn1_00_050_032_010,0.0003961716903802652
ucn1_00_050_033_010,0.0003518124901981767
ucn1_00_050_034_010,0.000325131714276282
ucn1_00_050_035_010,0.0005307155770946717
ucn1_00_050_036_010,0.0005274909461472423
ucn1_00_050_037_010,0.00013798754965767393
ucn1_00_051_016_010,0.0009616912504790657
ucn1_00_051_017_010,0.003073295841762808
ucn1_00_051_018_010,0.0019665886606566826
ucn1_00_051_019_010,0.0022920137030640825
ucn1_00_051_020_010,0.00158548753623507
ucn1_00_051_021_010,0.0018070627747150036
ucn1_00_051_022_010,0.001044009099568357
ucn1_00_051_023_010,0.0010741128648573957
ucn1_00_051_024_010,0.000721280442778356
ucn1_00_051_025_010,0.0006914351145421017
ucn1_00_051_026_010,0.0019622132905009215
ucn1_00_051_027_010,0.0011194365845494214
ucn1_00_051_028_010,0.00046333936666879255
ucn1_00_051_029_010,0.0007292449965931676
ucn1_00_051_030_010,0.0017230392609846824
ucn1_00_051_031_010,0.001283606263448122
ucn1_00_051_032_010,0.0007767768857524122
ucn1_00_051_033_010,0.000778212246687889
ucn1_00_051_034_010,0.00037375428356564206
ucn1_00_051_035_010,0.000458167227908028
ucn1_00_051_036_010,0.0006601127458239049
ucn1_00_051_037_010,0.0006263957975694346
ucn1_00_051_038_010,6.573876947141099e-05
ucn1_00_052_015_010,0.00165707322865087
ucn1_00_052_016_010,0.001901640271245528
ucn1_00_052_017_010,0.002288660827768935
ucn1_00_052_018_010,0.0018672084109821775
ucn1_00_052_019_010,0.0051379283099506415
ucn1_00_052_020_010,0.001819508534408154
ucn1_00_052_021_010,0.0023619886348842044
ucn1_00_052_022_010,0.0012443092295669129
ucn1_00_052_023_010,0.0014032682348667522
ucn1_00_052_024_010,0.0007241348260318987
ucn1_00_052_025_010,0.0006681633869567076
ucn1_00_052_026_010,0.0008507626258572541
ucn1_00_052_027_010,0.0006400915285706904
ucn1_00_052_028_010,0.0005094236107089939
ucn1_00_052_029_010,0.0009125176935811195
ucn1_00_052_030_010,0.0019171727185164085
ucn1_00_052_031_010,0.0007410949005719394
ucn1_00_052_032_010,0.0015465639694421962
ucn1_00_052_033_010,0.0007102301442623126
ucn1_00_052_034_010,0.0004147474724092011
ucn1_00_052_035_010,0.0005879245728796666
ucn1_00_052_036_010,0.0013467812254949877
ucn1_00_052_037_010,0.0007293135371024056
ucn1_00_052_038_010,0.0005997692816886382
ucn1_00_052_039_010,0.001178216386399311
ucn1_00_052_040_010,0.0002862735434657527
ucn1_00_052_041_010,0.0003167618231986433
ucn1_00_052_042_010,3.8102503241400275e-05
ucn1_00_053_016_010,0.004373185167785426
ucn1_00_053_017_010,0.0019776873919647654
ucn1_00_053_018_010,0.000651662311117495
ucn1_00_053_019_010,0.0006792846625781571
ucn1_00_053_020_010,0.0010320497421581875
ucn1_00_053_021_010,0.0008250967984890996
ucn1_00_053_022_010,0.0011066596992555062
ucn1_00_053_023_010,0.0018307412107256278
ucn1_00_053_024_010,0.0009401383246571058
ucn1_00_053_025_010,0.0007840100956924412
ucn1_00_053_026_010,0.0005692935069021076
ucn1_00_053_027_010,0.0007344686172426353
ucn1_00_053_028_010,0.0005793098205544009
ucn1_00_053_029_010,0.0006219648567411192
ucn1_00_053_030_010,0.0015547671427461765
ucn1_00_053_031_010,0.0017382212990167567
ucn1_00_053_032_010,0.001723673364764665
ucn1_00_053_033_010,0.0011800017339277493
ucn1_00_053_034_010,0.00048615289037685065
ucn1_00_053_035_010,0.000561713433488928
ucn1_00_053_036_010,0.0005629464210255559
ucn1_00_053_037_010,0.0006054678028322439
ucn1_00_053_038_010,0.0009213083017830644
ucn1_00_053_039_010,0.0005606785653137025
ucn1_00_053_040_010,0.0008918250483150435
ucn1_00_053_041_010,0.0022740112172680766
ucn1_00_054_017_010,0.0002487611005508669
ucn1_00_054_018_010,0.0004402780103141852
ucn1_00_054_019_010,0.0008792151895080458
ucn1_00_054_020_010,0.001051883393107356
ucn1_00_054_021_010,0.0007876148709759864
ucn1_00_054_022_010,0.0018053449891514482
ucn1_00_054_023_010,0.0021743554869405536
ucn1_00_054_024_010,0.0012485378371059304
ucn1_00_054_025_010,0.0009537271806828606
ucn1_00_054_026_010,0.0006624774409748599
ucn1_00_054_027_010,0.0007667514747318784
ucn1_00_054_028_010,0.0006208923852769083
ucn1_00_054_029_010,0.0009355070756760385
ucn1_00_054_030_010,0.0012542228286288471
ucn1_00_054_031_010,0.0009228331651024319
ucn1_00_054_032_010,0.0007573378462164424
ucn1_00_054_033_010,0.001934749031447769
ucn1_00_054_034_010,0.0008110435349668593
ucn1_00_054_035_010,0.0009621390068100941
ucn1_00_054_036_010,0.0009436977762249949
ucn1_00_054_037_010,0.0002435030891152992
ucn1_00_054_038_010,0.000264840815060448
ucn1_00_054_039_010,0.0006995393655310671
ucn1_00_054_040_010,0.00043769041136676576
ucn1_00_054_041_010,0.0008663332467675742
ucn1_00_054_042_010,0.0015419355555122804
ucn1_00_054_043_010,0.00011235368243354195
ucn1_00_055_017_010,0.00022805209547741893
ucn1_00_055_018_010,0.0002705109154594338
ucn1_00_055_019_010,0.0006707821245969013
ucn1_00_055_020_010,0.0005200639124114226
ucn1_00_055_021_010,0.0006193216540318748
ucn1_00_055_022_010,0.0019140221183985193
ucn1_00_055_023_010,0.0019544982312198183
ucn1_00_055_024_010,0.001366453574412426
ucn1_00_055_025_010,0.0018087233736566362
ucn1_00_055_026_010,0.0007109129602099474
ucn1_00_055_027_010,0.0008773210289138736
ucn1_00_055_028_010,0.0007103192214407237
ucn1_00_055_029_010,0.0004588699039609062
ucn1_00_055_030_010,0.0009033830881386578
ucn1_00_055_031_010,0.001991659995189015
ucn1_00_055_032_010,0.0013085444701800256
ucn1_00_055_033_010,0.00136356773758146
ucn1_00_055_034_010,0.001745796056347396
ucn1_00_055_035_010,0.0005932797169997886
ucn1_00_055_036_010,0.0006275365603632769
ucn1_00_055_037_010,0.00028846966622678497
ucn1_00_055_038_010,0.0003092070180082574
ucn1_00_055_039_010,0.0004181254339698767
ucn1_00_055_040_010,0.0006173019683041525
ucn1_00_055_041_010,0.0005632137970434824
ucn1_00_055_042_010,0.00012246005790825595
ucn1_00_055_043_010,0.001509319164353737
ucn1_00_055_044_010,0.00016712907807374977
ucn1_00_056_018_010,0.00020631470034085056
ucn1_00_056_019_010,0.0007025611898975852
ucn1_00_056_020_010,0.0014528175094025459
ucn1_00_056_021_010,0.002010685565271107
ucn1_00_056_022_010,0.0017718290860207209
ucn1_00_056_023_010,0.0019926193781886134
ucn1_00_056_024_010,0.003301817913200908
ucn1_00_056_025_010,0.0017499100036436975
ucn1_00_056_026_010,0.0007444611714323706
ucn1_00_056_027_010,0.0008083992832994176
ucn1_00_056_028_010,0.0009701250740021045
ucn1_00_056_029_010,0.0005156353853632222
ucn1_00_056_030_010,0.0014522932961562834
ucn1_00_056_031_010,0.0018116549803074064
ucn1_00_056_032_010,0.000696427843916733
ucn1_00_056_033_010,0.0010023650869532487
ucn1_00_056_034_010,0.0019340233750696721
ucn1_00_056_035_010,0.0008595933366382972
ucn1_00_056_036_010,0.0002944103498411238
ucn1_00_056_037_010,0.0004265001267710329
ucn1_00_056_038_010,0.000489058888318189
ucn1_00_056_039_010,0.00030540889195706085
ucn1_00_056_040_010,0.00034791853805049854
ucn1_00_056_041_010,0.0003773977735109293
ucn1_00_056_042_010,0.000509612304998322
ucn1_00_056_043_010,0.000545057337494082
ucn1_00_056_044_010,0.00013935042928185428
ucn1_00_057_016_010,0.0002127209340891102
ucn1_00_057_018_010,0.0005096574778717003
ucn1_00_057_019_010,0.0006978463963742864
ucn1_00_057_020_010,0.006474984934412887
ucn1_00_057_021_010,0.002099244618645054
ucn1_00_057_022_010,0.0014601216046395775
ucn1_00_057_023_010,0.002502540324691613
ucn1_00_057_024_010,0.001153451612386545
ucn1_00_057_025_010,0.0007607610814223975
ucn1_00_057_026_010,0.0008312595948827863
ucn1_00_057_027_010,0.0007185348204265169
ucn1_00_057_028_010,0.0009815960946486133
ucn1_00_057_029_010,0.0007970948580420809
ucn1_00_057_030_010,0.0018775086166169048
ucn1_00_057_031_010,0.002062801053137419
ucn1_00_057_032_010,0.0004400366145413776
ucn1_00_057_033_010,0.0008337190212550542
ucn1_00_057_034_010,0.0013542054195536373
ucn1_00_057_035_010,0.0015519793779702128
ucn1_00_057_036_010,0.00034423415748871923
ucn1_00_057_037_010,0.00047461305353306825
ucn1_00_057_038_010,0.00040086904302279343
ucn1_00_057_039_010,0.0003351021513458114
ucn1_00_057_040_010,0.00043036800060684236
ucn1_00_057_041_010,0.0006495880470969376
ucn1_00_057_042_010,0.0007015589304549013
ucn1_00_057_043_010,0.00030659049275928566
ucn1_00_057_044_010,0.0004935338959672131
ucn1_00_057_045_010,0.0014608675399726018
ucn1_00_058_015_010,0.001252727402614383
ucn1_00_058_016_010,0.000885287592473347
ucn1_00_058_017_010,0.003282724435396448
ucn1_00_058_018_010,0.001823605924010948
ucn1_00_058_019_010,0.0037689857622011064
ucn1_00_058_020_010,0.005122874553018088
ucn1_00_058_021_010,0.002940784044358593
ucn1_00_058_022_010,0.0009822300267437755
ucn1_00_058_023_010,0.0024323495696793535
ucn1_00_058_024_010,0.0015198947527815347
ucn1_00_058_025_010,0.0008771049437056842
ucn1_00_058_026_010,0.001049110833189788
ucn1_00_058_027_010,0.001467170374549758
ucn1_00_058_028_010,0.002217936121899001
ucn1_00_058_029_010,0.0011473273092920788
ucn1_00_058_030_010,0.0019782253593610406
ucn1_00_058_031_010,0.0006145168294058817
ucn1_00_058_032_010,0.000638295196473518
ucn1_00_058_033_010,0.0011559398162950194
ucn1_00_058_034_010,0.0010889513943381822
ucn1_00_058_035_010,0.0005916028233308195
ucn1_00_058_036_010,0.00035952488108310156
ucn1_00_058_037_010,0.0004089784250397127
ucn1_00_058_038_010,0.00034271346423263413
ucn1_00_058_039_010,0.00033955873300777574
ucn1_00_058_040_010,0.0004952287103596726
ucn1_00_058_041_010,0.0006305924358590996
ucn1_00_058_042_010,0.0009072721871491294
ucn1_00_058_043_010,0.0005566618865145253
ucn1_00_058_044_010,0.0013690320537670215
ucn1_00_058_045_010,0.00014597174925665637
ucn1_00_059_014_010,0.0015361091758125168
ucn1_00_059_015_010,0.013098789540525391
ucn1_00_059_016_010,0.002476109188570702
ucn1_00_059_017_010,0.00044521719875415704
ucn1_00_059_018_010,0.0002837027990345242
ucn1_00_059_019_010,0.005653312647611236
ucn1_00_059_020_010,0.0028964612344335576
ucn1_00_059_021_010,0.004555562651313965
ucn1_00_059_022_010,0.0028976327134890034
ucn1_00_059_023_010,0.0008140290198581637
ucn1_00_059_024_010,0.0023121344842794104
ucn1_00_059_025_010,0.0009168308277698902
ucn1_00_059_026_010,0.000898943541772643
ucn1_00_059_027_010,0.0011870230542431533
ucn1_00_059_028_010,0.001592842676072397
ucn1_00_059_029_010,0.0012694064094737783
ucn1_00_059_030_010,0.0021189216634651107
ucn1_00_059_031_010,0.0011062240060640573
ucn1_00_059_032_010,0.0024634407841560312
ucn1_00_059_033_010,0.0016813904748201288
ucn1_00_059_034_010,0.0008176671090709639
ucn1_00_059_035_010,0.0009174877668576327
ucn1_00_059_036_010,0.00039614046457683025
ucn1_00_059_037_010,0.0003582338915586709
ucn1_00_059_038_010,0.0003576756105190454
ucn1_00_059_039_010,0.0007401317748314687
ucn1_00_059_040_010,0.000585376525420362
ucn1_00_059_041_010,0.0008568990767817622
ucn1_00_059_042_010,0.0006990544143074927
ucn1_00_059_043_010,0.0004812979564180495
ucn1_00_059_044_010,0.0003136952123072055
ucn1_00_059_045_010,0.004397820695922736
ucn1_00_060_013_010,6.901903910778161e-05
ucn1_00_060_014_010,0.0020974089827049875
ucn1_00_060_015_010,0.004140169853349906
ucn1_00_060_016_010,0.007598153863565403
ucn1_00_060_017_010,0.0006076557983221942
ucn1_00_060_019_010,0.0007763658862715192
ucn1_00_060_020_010,0.0011839183975309584
ucn1_00_060_021_010,0.0018711889497032969
ucn1_00_060_022_010,0.0012769900471075776
ucn1_00_060_023_010,0.0010521083083589126
ucn1_00_060_024_010,0.0005021619985974574
ucn1_00_060_025_010,0.0021465888609597194
ucn1_00_060_026_010,0.0016822311525786994
ucn1_00_060_027_010,0.0012518437893105664
ucn1_00_060_028_010,0.0019111460436531402
ucn1_00_060_029_010,0.0011799217716875294
ucn1_00_060_030_010,0.0019165988122094358
ucn1_00_060_031_010,0.0015777514406900544
ucn1_00_060_032_010,0.0008490111938517099
ucn1_00_060_033_010,0.0018478431378369622
ucn1_00_060_034_010,0.0005191182070284916
ucn1_00_060_035_010,0.00061001465377716
ucn1_00_060_036_010,0.00038930097160727985
ucn1_00_060_037_010,0.0005298147638282345
ucn1_00_060_038_010,0.0004250402422345597
ucn1_00_060_039_010,0.0007244544890970993
ucn1_00_060_040_010,0.0007667164665773416
ucn1_00_060_041_010,0.001191727577377977
ucn1_00_060_042_010,0.0008489896388239411
ucn1_00_060_043_010,0.0008829337724539118
ucn1_00_060_044_010,0.0004925532657224898
ucn1_00_060_045_010,0.005086233965092864
ucn1_00_061_013_010,0.00011248586820292369
ucn1_00_061_014_010,0.0003828841509992712
ucn1_00_061_015_010,0.005916637932099303
ucn1_00_061_016_010,0.011810413641307112
ucn1_00_061_017_010,0.007602894173838405
ucn1_00_061_018_010,0.003060978166729585
ucn1_00_061_019_010,0.0005192741866349593
ucn1_00_061_020_010,0.00035000147755120785
ucn1_00_061_021_010,0.0003426283161328938
ucn1_00_061_022_010,0.0012154764719338631
ucn1_00_061_023_010,0.0014712969800790802
ucn1_00_061_024_010,0.0011192206615858577
ucn1_00_061_025_010,0.0008917169453658511
ucn1_00_061_026_010,0.0007520234536883661
ucn1_00_061_027_010,0.0024589937258785435
ucn1_00_061_028_010,0.003752666067367874
ucn1_00_061_029_010,0.0014424152112645205
ucn1_00_061_030_010,0.001150006189972802
ucn1_00_061_031_010,0.0019990810474883763
ucn1_00_061_032_010,0.0007639669049103472
ucn1_00_061_033_010,0.0013189630719663442
ucn1_00_061_034_010,0.0010735608417151348
ucn1_00_061_035_010,0.0015376416100976549
ucn1_00_061_036_010,0.0010164127255928171
ucn1_00_061_037_010,0.001167014214948114
ucn1_00_061_038_010,0.0009208649165435829
ucn1_00_061_039_010,0.0003815516391835484
ucn1_00_061_040_010,0.001814914848891908
ucn1_00_061_041_010,0.001089243122655829
ucn1_00_061_042_010,0.00044148460182446685
ucn1_00_061_043_010,0.0009153897471036211
ucn1_00_061_044_010,0.0006145911205137679
ucn1_00_061_045_010,0.002181569258352566
ucn1_00_062_013_010,0.0005983737188780891
ucn1_00_062_014_010,0.0006845857044762105
ucn1_00_062_015_010,0.0021305840802467004
ucn1_00_062_016_010,0.0005355658020211079
ucn1_00_062_017_010,0.001371814501892641
ucn1_00_062_018_010,0.0005096010453801442
ucn1_00_062_019_010,0.0005903949046528075
ucn1_00_062_020_010,0.0006728118717174381
ucn1_00_062_021_010,0.0008645348642593702
ucn1_00_062_022_010,0.0017217238075381536
ucn1_00_062_023_010,0.0012952178321735386
ucn1_00_062_024_010,0.0012856956700509885
ucn1_00_062_025_010,0.0005270034965084127
ucn1_00_062_026_010,0.001046169021170453
ucn1_00_062_027_010,0.0010085673931463938
ucn1_00_062_028_010,0.0009021446421445474
ucn1_00_062_029_010,0.0007590423658084709
ucn1_00_062_030_010,0.001280332038556008
ucn1_00_062_031_010,0.0016010084761530637
ucn1_00_062_032_010,0.0017302206519318737
ucn1_00_062_033_010,0.001972899472448972
ucn1_00_062_034_010,0.0015779075448535032
ucn1_00_062_035_010,0.0018888708379667732
ucn1_00_062_036_010,0.001216465595944377
ucn1_00_062_037_010,0.001274200449585749
ucn1_00_062_038_010,0.0007954824865761137
ucn1_00_062_039_010,0.00040250762627688243
ucn1_00_062_040_010,0.001840471367281145
ucn1_00_062_041_010,0.0005571097455798016
ucn1_00_062_042_010,0.0003776291905371948
ucn1_00_062_043_010,0.0007315260093359366
ucn1_00_062_044_010,0.0005448722313198482
ucn1_00_062_045_010,0.0001575018625280792
ucn1_00_063_013_010,0.0009454524053625163
ucn1_00_063_014_010,0.0012786285679553108
ucn1_00_063_015_010,0.002420291755247795
ucn1_00_063_016_010,0.001603506972507798
ucn1_00_063_017_010,0.0006013768793945128
ucn1_00_063_018_010,0.0008409467599519878
ucn1_00_063_019_010,0.0005887833130514805
ucn1_00_063_020_010,0.0005458011317495747
ucn1_00_063_021_010,0.0007223068846456073
ucn1_00_063_022_010,0.0017937418322228997
ucn1_00_063_023_010,0.0030466578981978294
ucn1_00_063_024_010,0.0007888965614204022
ucn1_00_063_025_010,0.0010594001556432744
ucn1_00_063_026_010,0.0011318134833970658
ucn1_00_063_027_010,0.0010564792738220127
ucn1_00_063_028_010,0.0009361332900513127
ucn1_00_063_029_010,0.0010432996787015751
ucn1_00_063_030_010,0.0009020470901840494
ucn1_00_063_031_010,0.001009109263568892
ucn1_00_063_032_010,0.0020786478084182454
ucn1_00_063_033_010,0.0020265870070665217
ucn1_00_063_034_010,0.0017576921076725076
ucn1_00_063_035_010,0.0016099869038537602
ucn1_00_063_036_010,0.0014530152994801796
ucn1_00_063_037_010,0.0016980893823199325
ucn1_00_063_038_010,0.0014092408090408174
ucn1_00_063_039_010,0.0005852501661010813
ucn1_00_063_040_010,0.0017565288942030762
ucn1_00_063_041_010,0.001123153938456861
ucn1_00_063_042_010,0.0003088190974677377
ucn1_00_063_043_010,0.00037701610755688715
ucn1_00_063_044_010,0.0005807958872644698
ucn1_00_063_045_010,0.0005357691520196297
ucn1_00_063_046_010,0.00022643126074590466
ucn1_00_064_013_010,0.0024142122786012404
ucn1_00_064_014_010,0.0027659640361041983
ucn1_00_064_015_010,0.002000991059732246
ucn1_00_064_016_010,0.0007264823204440024
ucn1_00_064_017_010,0.0008254935080888103
ucn1_00_064_018_010,0.0008554678700798164
ucn1_00_064_019_010,0.0005837000735711245
ucn1_00_064_020_010,0.0008978623083645902
ucn1_00_064_021_010,0.0015785489269184952
ucn1_00_064_022_010,0.0003641840508046708
ucn1_00_064_023_010,0.0012235593796275927
ucn1_00_064_024_010,0.002126282809415259
ucn1_00_064_025_010,0.000629179771390093
ucn1_00_064_026_010,0.0006485801712732193
ucn1_00_064_027_010,0.0019246939029092726
ucn1_00_064_028_010,0.0013236375713277448
ucn1_00_064_029_010,0.0030732462374912827
ucn1_00_064_030_010,0.0018764747213046197
ucn1_00_064_031_010,0.0010179085312603854
ucn1_00_064_032_010,0.01040927003569399
ucn1_00_064_033_010,0.002198766027162242
ucn1_00_064_034_010,0.0017682514367294443
ucn1_00_064_035_010,0.001638914104360237
ucn1_00_064_036_010,0.0013380771855263265
ucn1_00_064_037_010,0.0016308734394730145
ucn1_00_064_038_010,0.0016388070436361038
ucn1_00_064_039_010,0.0010461177693016131
ucn1_00_064_040_010,0.0015921545517971342
ucn1_00_064_041_010,0.0016532309487980617
ucn1_00_064_042_010,0.0003410399542088682
ucn1_00_064_043_010,0.00043113815399473137
ucn1_00_064_044_010,0.0007756941420059493
ucn1_00_064_045_010,0.00040926451735789107
ucn1_00_064_046_010,0.00023947366870045824
ucn1_00_065_012_010,0.0006948662179420097
ucn1_00_065_013_010,0.00235123745698501
ucn1_00_065_014_010,0.002774061950078793
ucn1_00_065_015_010,0.0007522765882234523
ucn1_00_065_016_010,0.0005716940944697994
ucn1_00_065_017_010,0.001121146493424508
ucn1_00_065_018_010,0.0024420687045132025
ucn1_00_065_019_010,0.0027246672042463985
ucn1_00_065_020_010,0.0013396746225810417
ucn1_00_065_021_010,0.0013256383726539245
ucn1_00_065_022_010,0.0013633015389792268
ucn1_00_065_023_010,0.0011837599029940415
ucn1_00_065_024_010,0.002393836277346594
ucn1_00_065_025_010,0.000635889191034812
ucn1_00_065_026_010,0.000640743163480509
ucn1_00_065_027_010,0.002134897636659922
ucn1_00_065_028_010,0.003066475800114971
ucn1_00_065_029_010,0.0015440250201034273
ucn1_00_065_030_010,0.00234504645011451
ucn1_00_065_031_010,0.0015100211549348005
ucn1_00_065_032_010,0.0003950652963448958
ucn1_00_065_033_010,0.0015255315177295893
ucn1_00_065_034_010,0.001985063597360691
ucn1_00_065_035_010,0.0021412837065486992
ucn1_00_065_036_010,0.0013660568681868024
ucn1_00_065_037_010,0.0015272977984672744
ucn1_00_065_038_010,0.0018047328518786486
ucn1_00_065_039_010,0.001587964731407683
ucn1_00_065_040_010,0.0016951085351065937
ucn1_00_065_041_010,0.0007845676120883164
ucn1_00_065_042_010,0.0004435752288721846
ucn1_00_065_043_010,0.000417283237786504
ucn1_00_065_044_010,0.0010227886071290748
ucn1_00_065_045_010,0.0009301964328708816
ucn1_00_065_046_010,0.00014192636834546604
ucn1_00_066_011_010,0.0002920161165532397
ucn1_00_066_012_010,0.002861887801368521
ucn1_00_066_013_010,0.0041455373174079865
ucn1_00_066_014_010,0.00267735340585168
ucn1_00_066_015_010,0.0007573184153011027
ucn1_00_066_016_010,0.0010470968035195527
ucn1_00_066_017_010,0.0009587511301420804
ucn1_00_066_018_010,0.0012513589115996102
ucn1_00_066_019_010,0.002032740877118021
ucn1_00_066_020_010,0.002420787950519232
ucn1_00_066_021_010,0.0014240490803565918
ucn1_00_066_022_010,0.0011110313480053675
ucn1_00_066_023_010,0.001845859456815929
ucn1_00_066_024_010,0.0016514413648418703
ucn1_00_066_025_010,0.0027567214850344034
ucn1_00_066_026_010,0.002085653510055284
ucn1_00_066_027_010,0.0013453145299380724
ucn1_00_066_028_010,0.0018718879099078102
ucn1_00_066_029_010,0.001085142147018786
ucn1_00_066_030_010,0.002338297780596232
ucn1_00_066_031_010,0.004467036061827339
